profile,Nz,Lxy,family,kappa,policy,retainedFraction,energyFraction,bandwidthFraction,linearCount,retainedCount,apvCount,sampleCount,maximumAliasError,p95AliasError,maximumReferenceError,maximumFullReferenceError,scoreSeconds,linearConstructionSeconds,fineCount,referenceCount,coarseAgreement
constant,65,100000,wave,6.28318530717959e-05,effectiveBandwidth,0.666666666666667,0.999,0.75,38,28,28,354,0.138447158635501,0.0134068333697101,4.01925329464487e-15,1.74280755642452e-14,0.00115566666666667,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,none,0.666666666666667,0.99,0.666666666666667,38,38,38,564,0.700750521351029,0.426989293800149,5.78578077051e-15,2.45404557556892e-14,9.50416666666667e-05,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,fixedFraction,0.5,0.99,0.666666666666667,38,19,19,168,1.93016761095487e-10,1.05546760217354e-11,2.64434497951581e-15,1.24362011258804e-14,0.000357208333333333,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,fixedFraction,0.666666666666667,0.99,0.666666666666667,38,25,25,291,0.001863729375829,0.000240341346759819,3.18261381176906e-15,1.56334490726263e-14,9.87916666666667e-05,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,fixedFraction,0.75,0.99,0.666666666666667,38,28,28,354,0.138447158620852,0.0134068333681107,4.02494912152432e-15,1.74178133968593e-14,0.000187,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.5,38,21,21,207,1.38455102897216e-07,6.08708727036858e-09,2.84639429123986e-15,1.35798685015107e-14,0.00129416666666667,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.666666666666667,38,27,27,333,0.0440161318811192,0.00302891311455025,3.84997799577756e-15,1.73545253720971e-14,0.00120429166666667,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.95,0.75,38,31,31,417,0.534821394389138,0.220648095266201,4.48142796109478e-15,2.07080213137112e-14,0.00119229166666667,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.5,38,20,20,186,6.08722999288538e-09,1.46220361726819e-09,2.64434497951581e-15,1.31671144981688e-14,0.00115870833333333,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.666666666666667,38,26,26,312,0.0103256118071341,0.000948064605561514,3.59844872228046e-15,1.7070575444094e-14,0.00131704166666667,2.06213470833333,415,829,0
constant,65,100000,wave,0.000140496294620815,effectiveBandwidth,0.666666666666667,0.99,0.75,38,30,30,396,0.488924136489343,0.132152131377595,4.24225657599079e-15,1.91102575481184e-14,0.00114775,2.06213470833333,415,829,0
