deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,caseName,variant,config,setupSeconds
5,160,128,0,0.764590375,0.0190825416666667,0.0290527916666667,0.813863458333333,1.33423570431216e-08,1.56225773796086e-08,7.4136816313416e-08,2.97144885587952e-17,7.08353173017695e-13,5.70949967033571e-17,0.82959416024071,2.84712853293456e-09,-7.95807864051312e-13,6.15655153524131e-08,-1.56806636368856e-05,-999.800000240288,-0.199999675907432,constant,waves,displacement,4,13.2436435416667
20,160,32,0,0.196165791666667,0.0199542916666667,0.030132625,0.247296375,1.33435632067011e-08,1.5622579113453e-08,7.41794633188484e-08,2.73964710215031e-13,7.09595965358774e-13,2.69175561572433e-15,0.829594160240661,2.84729095856306e-09,3.41060513164848e-13,6.16200850345194e-08,-1.56801179400645e-05,-999.800000240288,-0.199999675907418,constant,waves,density,4,13.243939125
10,160,64,0,0.390667333333333,0.0194403333333333,0.0292795,0.440418625,1.33423399493052e-08,1.56225749572072e-08,7.41385651685754e-08,2.73964710215031e-13,7.09595965358774e-13,2.69175561572433e-15,0.829594160240661,2.84712953213528e-09,-4.54747350886464e-13,6.15691533312201e-08,-1.56805981532671e-05,-999.800000240288,-0.199999675907436,constant,waves,density,4,13.243939125
5,160,128,0,0.783428833333333,0.0198179166666667,0.0298142083333333,0.834294041666667,1.33423572810773e-08,1.56225748552438e-08,7.41368164575745e-08,2.73964710215031e-13,7.09595965358774e-13,2.69175561572433e-15,0.829594160240661,2.84712864395686e-09,-7.95807864051312e-13,6.15646058577113e-08,-1.5680656360928e-05,-999.800000240288,-0.199999675907436,constant,waves,density,4,13.243939125
20,160,32,0,0.522460166666667,0.0524254583333333,0.06944975,0.645434208333333,4.67543804780131e-11,3.76194173285809e-13,5.1384396620307e-10,0,0,0,0.829594201240327,1.20741416864689e-10,1.93267624126747e-12,2.33558239415288e-09,-1.39890471473336e-06,-999.800000046278,-0.199999908958239,constant,waves,displacement,5,29.438492375
10,160,64,0,1.06758858333333,0.0522865416666667,0.0697697916666667,1.19083066666667,9.65824129132234e-12,2.42459800214732e-13,9.64412005233054e-11,0,0,0,0.829594201240327,1.24344534668808e-10,1.25055521493778e-12,2.27009877562523e-09,-1.39949406730011e-06,-999.800000046278,-0.199999908958243,constant,waves,displacement,5,29.438492375
5,160,128,0,2.08839666666667,0.0519757083333333,0.0788149166666667,2.22021404166667,2.39029739690572e-12,1.41268106145677e-13,2.3357252101777e-11,0,0,0,0.829594201240327,1.24502297360607e-10,1.13686837721616e-13,2.26555130211636e-09,-1.39951589517295e-06,-999.800000046278,-0.199999908958243,constant,waves,displacement,5,29.438492375
20,160,32,0,0.552298708333333,0.0541665416666667,0.0723458333333333,0.679860833333333,4.67575872075035e-11,3.77196790197823e-13,5.13843957038165e-10,5.50491925624189e-13,1.04748780990075e-13,2.83572499046051e-15,0.829594201240282,1.20741416864689e-10,1.93267624126747e-12,2.33558239415288e-09,-1.39889743877575e-06,-999.800000046278,-0.199999908958243,constant,waves,density,5,29.439611
10,160,64,0,1.08299204166667,0.0534787083333333,0.0708010833333333,1.20831804166667,9.67390543423951e-12,2.48036399968298e-13,9.64412037717559e-11,5.50491925624189e-13,1.04748780990075e-13,2.83572499046051e-15,0.829594201240282,1.24342647289666e-10,1.25055521493778e-12,2.27009877562523e-09,-1.39950134325773e-06,-999.800000046278,-0.199999908958248,constant,waves,density,5,29.439611
5,160,128,0,2.2149775,0.0543448333333333,0.0708972916666667,2.34134879166667,2.45291937222275e-12,1.65355211436409e-13,2.3357259616004e-11,5.50491925624189e-13,1.04748780990075e-13,2.83572499046051e-15,0.829594201240282,1.245019642937e-10,1.13686837721616e-13,2.26555130211636e-09,-1.39950861921534e-06,-999.800000046278,-0.199999908958248,constant,waves,density,5,29.439611
