deltaT,duration,acceptedRHS,rejectedRHS,evolutionSeconds,diagnosticSeconds,comparisonSeconds,wallSeconds,velocityError,densityError,sshError,initialVelocityError,initialDensityError,initialSSHError,energyInitial,energyChange,volumeChange,densityMomentChange,densitySquaredMomentChange,minimumLabel,maximumLabel,profile,scenario,form,config
5,160,128,0,1.12539858333333,0.023250125,0.0366416666666667,1.18617966666667,2.28524394811046e-08,3.39134811158503e-08,6.04386786223185e-08,3.38091034373757e-16,7.43524378545095e-13,7.20307059382787e-17,1.17546574196234,4.22235335584276e-09,-1.25055521493778e-12,2.53571624853066e-06,2.92555341729894e-06,-999.809926342485,-0.180072884152549,exponential,mixed,compatible,4
20,160,32,0,0.761643416666667,0.073021375,0.10176525,0.937105708333333,4.05478491011564e-11,3.52106494716241e-13,4.46422437740543e-10,0,0,0,1.17546575308498,4.09354106167825e-10,3.86535248253495e-12,1.41936197906034e-07,-1.0302392183803e-07,-999.809999601953,-0.180072884152549,exponential,mixed,divergence,5
10,160,64,0,1.56136516666667,0.0698245,0.0976154166666667,1.72952941666667,6.99644599611707e-12,1.78439771153317e-13,6.78445405778472e-11,0,0,0,1.17546575308498,4.10061762323721e-10,-6.82121026329696e-13,1.41894361149753e-07,-1.03300408227369e-07,-999.809999601953,-0.180072884152549,exponential,mixed,divergence,5
5,160,128,0,3.16206745833333,0.0830625,0.0964877916666667,3.34230125,1.73903731842602e-12,9.86315396471067e-14,1.92938636293341e-11,0,0,0,1.17546575308498,4.09859035599425e-10,1.36424205265939e-12,1.41892542160349e-07,-1.03304046206176e-07,-999.809999601953,-0.180072884152549,exponential,mixed,divergence,5
20,160,32,0,0.7741085,0.0711994583333333,0.0932100833333333,0.9392795,4.05478455257319e-11,3.52140564959056e-13,4.46422523155403e-10,0,0,0,1.17546575308498,4.09353662078615e-10,3.86535248253495e-12,1.41936197906034e-07,-1.0302392183803e-07,-999.809999601953,-0.180072884152549,exponential,mixed,advective,5
10,160,64,0,1.710844125,0.07295475,0.114190666666667,1.89881541666667,6.99645014312707e-12,1.78740817962256e-13,6.78445712804543e-11,0,0,0,1.17546575308498,4.10061096189906e-10,-6.82121026329696e-13,1.41894361149753e-07,-1.03300408227369e-07,-999.809999601953,-0.180072884152549,exponential,mixed,advective,5
5,160,128,0,3.10933854166667,0.0718802916666667,0.0923503333333333,3.27430004166667,1.73902454370778e-12,9.87215976823469e-14,1.92940289518224e-11,0,0,0,1.17546575308498,4.0985836946561e-10,1.36424205265939e-12,1.41892542160349e-07,-1.03304046206176e-07,-999.809999601953,-0.180072884152549,exponential,mixed,advective,5
20,160,32,0,0.934251458333333,0.0717160833333333,0.0976662916666667,1.1043855,4.05478474529677e-11,3.52103970863406e-13,4.46422482072336e-10,0,0,0,1.17546575308498,4.09353662078615e-10,3.86535248253495e-12,1.41936197906034e-07,-1.0302392183803e-07,-999.809999601953,-0.180072884152549,exponential,mixed,split,5
10,160,64,0,1.79641820833333,0.071631875,0.1003625,1.96916025,6.99644811171197e-12,1.7840490650257e-13,6.78445528614388e-11,0,0,0,1.17546575308498,4.10061540279116e-10,-6.82121026329696e-13,1.41894361149753e-07,-1.03300408227369e-07,-999.809999601953,-0.180072884152549,exponential,mixed,split,5
5,160,128,0,3.58954320833333,0.073541875,0.091407875,3.75537920833333,1.73903102204312e-12,9.85864797792302e-14,1.92939448817072e-11,0,0,0,1.17546575308498,4.09859035599425e-10,1.36424205265939e-12,1.41892542160349e-07,-1.03304046206176e-07,-999.809999601953,-0.180072884152549,exponential,mixed,split,5
20,160,32,0,0.8790235,0.0715142916666667,0.1004325,1.05176933333333,4.05478474609534e-11,3.52103970863406e-13,4.46422482072336e-10,0,0,0,1.17546575308498,4.09353662078615e-10,3.86535248253495e-12,1.41936197906034e-07,-1.0302392183803e-07,-999.809999601953,-0.180072884152549,exponential,mixed,compatible,5
10,160,64,0,1.78193025,0.070596125,0.093965125,1.947408375,6.99644810651776e-12,1.7840490650257e-13,6.78445528614388e-11,0,0,0,1.17546575308498,4.10061540279116e-10,-6.82121026329696e-13,1.41894361149753e-07,-1.03300408227369e-07,-999.809999601953,-0.180072884152549,exponential,mixed,compatible,5
5,160,128,0,3.643975625,0.0755269583333333,0.101955458333333,3.822201,1.73903102129852e-12,9.85864797792302e-14,1.92939448817072e-11,0,0,0,1.17546575308498,4.09859035599425e-10,1.36424205265939e-12,1.41892542160349e-07,-1.03304046206176e-07,-999.809999601953,-0.180072884152549,exponential,mixed,compatible,5
