profile,amplitude,time,config,form,family,rmsError,referenceRMS
constant,0.0001,901,7,split,Aw_p,2.70255740558283e-29,1.60848570866363e-14
constant,0.0001,901,7,split,Aw_m,3.35822899239526e-29,8.14936430095231e-15
constant,0.0001,901,7,split,Aio,4.11921903710532e-28,3.46615323537481e-13
constant,0.0001,901,7,split,Amda,3.42817888753505e-25,7.30245827231335e-14
constant,0.0001,901,7,compatible,Ag_q,4.55145487397307e-31,4.95725372127821e-20
constant,0.0001,901,7,compatible,Ag_0,6.76873967247876e-27,9.30304098846974e-18
constant,0.0001,901,7,compatible,Aw_p,7.58974053067188e-29,1.60848570866363e-14
constant,0.0001,901,7,compatible,Aw_m,1.11124991659701e-28,8.14936430095231e-15
constant,0.0001,901,7,compatible,Aio,7.97182472225149e-28,3.46615323537481e-13
constant,0.0001,901,7,compatible,Amda,3.42872717236909e-25,7.30245827231335e-14
constant,0.1,327,1,divergence,Ag_q,2.03298127524907e-24,2.20841626155149e-13
constant,0.1,327,1,divergence,Ag_0,9.26257678950123e-20,3.7919994942495e-11
constant,0.1,327,1,divergence,Aw_p,4.4868936560285e-11,7.22822016688378e-08
constant,0.1,327,1,divergence,Aw_m,4.48689364593648e-11,3.6808954923279e-08
constant,0.1,327,1,divergence,Aio,1.07036643514904e-16,3.60376040871496e-07
constant,0.1,327,1,divergence,Amda,8.51796188664461e-18,1.16116315842299e-07
constant,0.1,327,1,advective,Ag_q,4.00682334947248e-24,2.20841626155149e-13
constant,0.1,327,1,advective,Ag_0,8.64834846148351e-20,3.7919994942495e-11
constant,0.1,327,1,advective,Aw_p,4.48689365604796e-11,7.22822016688378e-08
constant,0.1,327,1,advective,Aw_m,4.48689364594853e-11,3.6808954923279e-08
constant,0.1,327,1,advective,Aio,1.07080175954945e-16,3.60376040871496e-07
constant,0.1,327,1,advective,Amda,1.04796628910736e-18,1.16116315842299e-07
constant,0.1,327,1,split,Ag_q,1.53323698416255e-24,2.20841626155149e-13
constant,0.1,327,1,split,Ag_0,8.04399981243548e-20,3.7919994942495e-11
constant,0.1,327,1,split,Aw_p,4.48689365603828e-11,7.22822016688378e-08
constant,0.1,327,1,split,Aw_m,4.48689364594249e-11,3.6808954923279e-08
constant,0.1,327,1,split,Aio,1.07058471238241e-16,3.60376040871496e-07
constant,0.1,327,1,split,Amda,4.74886377873102e-18,1.16116315842299e-07
constant,0.1,327,1,compatible,Ag_q,7.86452874030933e-23,2.20841626155149e-13
constant,0.1,327,1,compatible,Ag_0,1.70805008315462e-18,3.7919994942495e-11
constant,0.1,327,1,compatible,Aw_p,4.48689364873176e-11,7.22822016688378e-08
constant,0.1,327,1,compatible,Aw_m,4.48689363685173e-11,3.6808954923279e-08
constant,0.1,327,1,compatible,Aio,3.17633447556432e-18,3.60376040871496e-07
constant,0.1,327,1,compatible,Amda,4.74947948308521e-18,1.16116315842299e-07
constant,0.1,327,2,divergence,Ag_q,3.95403472091586e-24,2.20841626155149e-13
constant,0.1,327,2,divergence,Ag_0,5.7003240675917e-20,3.7919994942495e-11
constant,0.1,327,2,divergence,Aw_p,9.31766762385776e-12,7.22822016688378e-08
constant,0.1,327,2,divergence,Aw_m,9.31766762395207e-12,3.6808954923279e-08
constant,0.1,327,2,divergence,Aio,5.755718294033e-21,3.60376040871496e-07
constant,0.1,327,2,divergence,Amda,1.05011085651365e-18,1.16116315842299e-07
constant,0.1,327,2,advective,Ag_q,3.98836010539172e-24,2.20841626155149e-13
constant,0.1,327,2,advective,Ag_0,5.70664849498693e-20,3.7919994942495e-11
constant,0.1,327,2,advective,Aw_p,9.31766762456365e-12,7.22822016688378e-08
constant,0.1,327,2,advective,Aw_m,9.31766762458598e-12,3.6808954923279e-08
constant,0.1,327,2,advective,Aio,5.84608801416258e-21,3.60376040871496e-07
constant,0.1,327,2,advective,Amda,1.04926674122823e-18,1.16116315842299e-07
constant,0.1,327,2,split,Ag_q,3.91334147706852e-24,2.20841626155149e-13
constant,0.1,327,2,split,Ag_0,5.70345718957013e-20,3.7919994942495e-11
constant,0.1,327,2,split,Aw_p,9.31766762421057e-12,7.22822016688378e-08
constant,0.1,327,2,split,Aw_m,9.31766762426923e-12,3.6808954923279e-08
constant,0.1,327,2,split,Aio,5.77705604672056e-21,3.60376040871496e-07
constant,0.1,327,2,split,Amda,1.04970193801748e-18,1.16116315842299e-07
constant,0.1,327,2,compatible,Ag_q,3.91320595092012e-24,2.20841626155149e-13
constant,0.1,327,2,compatible,Ag_0,5.70345626833832e-20,3.7919994942495e-11
constant,0.1,327,2,compatible,Aw_p,9.31766762420996e-12,7.22822016688378e-08
constant,0.1,327,2,compatible,Aw_m,9.31766762426811e-12,3.6808954923279e-08
constant,0.1,327,2,compatible,Aio,5.83619517358436e-21,3.60376040871496e-07
constant,0.1,327,2,compatible,Amda,1.04970613287748e-18,1.16116315842299e-07
constant,0.1,327,3,divergence,Ag_q,1.78704943488123e-24,1.02229808180446e-13
constant,0.1,327,3,divergence,Ag_0,2.64002991087807e-20,1.75535467505177e-11
constant,0.1,327,3,divergence,Aw_p,4.4121363167403e-12,3.3460157581078e-08
constant,0.1,327,3,divergence,Aw_m,4.41213631673915e-12,1.70392351611055e-08
constant,0.1,327,3,divergence,Aio,5.75645401363884e-21,3.60376040871496e-07
constant,0.1,327,3,divergence,Amda,1.04947167474834e-18,1.16116315842299e-07
constant,0.1,327,3,advective,Ag_q,1.78904464645677e-24,1.02229808180446e-13
constant,0.1,327,3,advective,Ag_0,2.64296828818069e-20,1.75535467505177e-11
constant,0.1,327,3,advective,Aw_p,4.41213631674068e-12,3.3460157581078e-08
constant,0.1,327,3,advective,Aw_m,4.41213631673936e-12,1.70392351611055e-08
constant,0.1,327,3,advective,Aio,5.82738692549544e-21,3.60376040871496e-07
constant,0.1,327,3,advective,Amda,1.04925937936951e-18,1.16116315842299e-07
constant,0.1,327,3,split,Ag_q,1.78805029747883e-24,1.02229808180446e-13
constant,0.1,327,3,split,Ag_0,2.64149910747906e-20,1.75535467505177e-11
constant,0.1,327,3,split,Aw_p,4.41213631674066e-12,3.3460157581078e-08
constant,0.1,327,3,split,Aw_m,4.41213631673942e-12,1.70392351611055e-08
constant,0.1,327,3,split,Aio,5.82307732227427e-21,3.60376040871496e-07
constant,0.1,327,3,split,Amda,1.04938761006464e-18,1.16116315842299e-07
constant,0.1,327,3,compatible,Ag_q,1.78797856456361e-24,1.02229808180446e-13
constant,0.1,327,3,compatible,Ag_0,2.64149874435397e-20,1.75535467505177e-11
constant,0.1,327,3,compatible,Aw_p,4.41213631674026e-12,3.3460157581078e-08
constant,0.1,327,3,compatible,Aw_m,4.41213631673879e-12,1.70392351611055e-08
constant,0.1,327,3,compatible,Aio,5.84875148284529e-21,3.60376040871496e-07
constant,0.1,327,3,compatible,Amda,1.04938024846964e-18,1.16116315842299e-07
constant,0.1,327,4,divergence,Ag_q,1.7745483016661e-24,1.02229808180446e-13
constant,0.1,327,4,divergence,Ag_0,2.6348988912923e-20,1.75535467505177e-11
constant,0.1,327,4,divergence,Aw_p,8.26153357398552e-13,3.3460157581078e-08
constant,0.1,327,4,divergence,Aw_m,8.26153357398543e-13,1.70392351611055e-08
constant,0.1,327,4,divergence,Aio,6.41199363780777e-21,3.60376040871496e-07
constant,0.1,327,4,divergence,Amda,1.06079701687015e-18,1.16116315842299e-07
constant,0.1,327,4,advective,Ag_q,1.78939826215089e-24,1.02229808180446e-13
constant,0.1,327,4,advective,Ag_0,2.6566956998843e-20,1.75535467505177e-11
constant,0.1,327,4,advective,Aw_p,8.26153357398569e-13,3.3460157581078e-08
constant,0.1,327,4,advective,Aw_m,8.26153357398626e-13,1.70392351611055e-08
constant,0.1,327,4,advective,Aio,6.49221366782206e-21,3.60376040871496e-07
constant,0.1,327,4,advective,Amda,1.04934977411098e-18,1.16116315842299e-07
constant,0.1,327,4,split,Ag_q,1.78196192370083e-24,1.02229808180446e-13
constant,0.1,327,4,split,Ag_0,2.64578496106242e-20,1.75535467505177e-11
constant,0.1,327,4,split,Aw_p,8.26153357398582e-13,3.3460157581078e-08
constant,0.1,327,4,split,Aw_m,8.26153357398549e-13,1.70392351611055e-08
constant,0.1,327,4,split,Aio,6.44910212929274e-21,3.60376040871496e-07
constant,0.1,327,4,split,Amda,1.05505573013574e-18,1.16116315842299e-07
constant,0.1,327,4,compatible,Ag_q,1.78196388422136e-24,1.02229808180446e-13
constant,0.1,327,4,compatible,Ag_0,2.64578440130989e-20,1.75535467505177e-11
constant,0.1,327,4,compatible,Aw_p,8.26153357398671e-13,3.3460157581078e-08
constant,0.1,327,4,compatible,Aw_m,8.26153357398692e-13,1.70392351611055e-08
constant,0.1,327,4,compatible,Aio,6.35300545822324e-21,3.60376040871496e-07
constant,0.1,327,4,compatible,Amda,1.05505990761086e-18,1.16116315842299e-07
constant,0.1,327,5,divergence,Ag_q,8.55644309842225e-25,4.93816888344509e-14
constant,0.1,327,5,divergence,Ag_0,1.33689685504585e-20,8.47916863978671e-12
constant,0.1,327,5,divergence,Aw_p,3.20670372171974e-13,1.61627916504058e-08
constant,0.1,327,5,divergence,Aw_m,3.20670372171919e-13,8.23073254072195e-09
constant,0.1,327,5,divergence,Aio,5.51108366531903e-21,3.60376040871496e-07
constant,0.1,327,5,divergence,Amda,1.0960514613688e-18,1.16116315842299e-07
constant,0.1,327,5,advective,Ag_q,8.64227674930443e-25,4.93816888344509e-14
constant,0.1,327,5,advective,Ag_0,1.34765710921476e-20,8.47916863978671e-12
constant,0.1,327,5,advective,Aw_p,3.20670372171942e-13,1.61627916504058e-08
constant,0.1,327,5,advective,Aw_m,3.20670372171945e-13,8.23073254072195e-09
constant,0.1,327,5,advective,Aio,5.46110419597365e-21,3.60376040871496e-07
constant,0.1,327,5,advective,Amda,1.04959358392454e-18,1.16116315842299e-07
constant,0.1,327,5,split,Ag_q,8.59869867824365e-25,4.93816888344509e-14
constant,0.1,327,5,split,Ag_0,1.34188860773591e-20,8.47916863978671e-12
constant,0.1,327,5,split,Aw_p,3.20670372171938e-13,1.61627916504058e-08
constant,0.1,327,5,split,Aw_m,3.2067037217192e-13,8.23073254072195e-09
constant,0.1,327,5,split,Aio,5.48623519788236e-21,3.60376040871496e-07
constant,0.1,327,5,split,Amda,1.07276864921941e-18,1.16116315842299e-07
constant,0.1,327,5,compatible,Ag_q,8.5987011485787e-25,4.93816888344509e-14
constant,0.1,327,5,compatible,Ag_0,1.34188888745243e-20,8.47916863978671e-12
constant,0.1,327,5,compatible,Aw_p,3.20670372171845e-13,1.61627916504058e-08
constant,0.1,327,5,compatible,Aw_m,3.20670372171856e-13,8.23073254072195e-09
constant,0.1,327,5,compatible,Aio,5.64630826799504e-21,3.60376040871496e-07
constant,0.1,327,5,compatible,Amda,1.07275722784397e-18,1.16116315842299e-07
constant,0.1,327,6,divergence,Ag_q,8.55599517210366e-25,4.93816888344509e-14
constant,0.1,327,6,divergence,Ag_0,1.33815175902165e-20,8.47916863978671e-12
constant,0.1,327,6,divergence,Aw_p,3.18962561235564e-13,1.61627916504058e-08
constant,0.1,327,6,divergence,Aw_m,3.18962561235509e-13,8.23073254072195e-09
constant,0.1,327,6,divergence,Aio,5.4823555587739e-21,3.60376040871496e-07
constant,0.1,327,6,divergence,Amda,1.10693882341819e-18,1.16116315842299e-07
constant,0.1,327,6,advective,Ag_q,8.64234619645224e-25,4.93816888344509e-14
constant,0.1,327,6,advective,Ag_0,1.34766129764157e-20,8.47916863978671e-12
constant,0.1,327,6,advective,Aw_p,3.18962561235509e-13,1.61627916504058e-08
constant,0.1,327,6,advective,Aw_m,3.18962561235507e-13,8.23073254072195e-09
constant,0.1,327,6,advective,Aio,5.45263516494715e-21,3.60376040871496e-07
constant,0.1,327,6,advective,Amda,1.04962722477564e-18,1.16116315842299e-07
constant,0.1,327,6,split,Ag_q,8.59849281554463e-25,4.93816888344509e-14
constant,0.1,327,6,split,Ag_0,1.3423602036385e-20,8.47916863978671e-12
constant,0.1,327,6,split,Aw_p,3.18962561235569e-13,1.61627916504058e-08
constant,0.1,327,6,split,Aw_m,3.1896256123552e-13,8.23073254072195e-09
constant,0.1,327,6,split,Aio,5.55888103760007e-21,3.60376040871496e-07
constant,0.1,327,6,split,Amda,1.07822682408732e-18,1.16116315842299e-07
constant,0.1,327,6,compatible,Ag_q,8.59846074605321e-25,4.93816888344509e-14
constant,0.1,327,6,compatible,Ag_0,1.34236031711748e-20,8.47916863978671e-12
constant,0.1,327,6,compatible,Aw_p,3.18962561235444e-13,1.61627916504058e-08
constant,0.1,327,6,compatible,Aw_m,3.18962561235454e-13,8.23073254072195e-09
constant,0.1,327,6,compatible,Aio,5.65475172876368e-21,3.60376040871496e-07
constant,0.1,327,6,compatible,Amda,1.07819198870698e-18,1.16116315842299e-07
constant,0.1,327,7,divergence,Ag_q,0,4.93816888344509e-14
constant,0.1,327,7,divergence,Ag_0,0,8.47916863978671e-12
constant,0.1,327,7,divergence,Aw_p,0,1.61627916504058e-08
constant,0.1,327,7,divergence,Aw_m,0,8.23073254072195e-09
constant,0.1,327,7,divergence,Aio,0,3.60376040871496e-07
constant,0.1,327,7,divergence,Amda,0,1.16116315842299e-07
constant,0.1,327,7,advective,Ag_q,8.63934405820493e-25,4.93816888344509e-14
constant,0.1,327,7,advective,Ag_0,1.29084880071472e-20,8.47916863978671e-12
constant,0.1,327,7,advective,Aw_p,5.95880453558762e-23,1.61627916504058e-08
constant,0.1,327,7,advective,Aw_m,2.54974459225385e-23,8.23073254072195e-09
constant,0.1,327,7,advective,Aio,1.14108259574093e-21,3.60376040871496e-07
constant,0.1,327,7,advective,Amda,1.05001510615292e-18,1.16116315842299e-07
constant,0.1,327,7,split,Ag_q,4.31946761664327e-25,4.93816888344509e-14
constant,0.1,327,7,split,Ag_0,6.45424600368014e-21,8.47916863978671e-12
constant,0.1,327,7,split,Aw_p,2.39406691327782e-23,1.61627916504058e-08
constant,0.1,327,7,split,Aw_m,1.52334446649768e-23,8.23073254072195e-09
constant,0.1,327,7,split,Aio,6.43274806283072e-22,3.60376040871496e-07
constant,0.1,327,7,split,Amda,5.24981271110383e-19,1.16116315842299e-07
constant,0.1,327,7,compatible,Ag_q,4.32005685576432e-25,4.93816888344509e-14
constant,0.1,327,7,compatible,Ag_0,6.45424051920794e-21,8.47916863978671e-12
constant,0.1,327,7,compatible,Aw_p,4.82251843466329e-23,1.61627916504058e-08
constant,0.1,327,7,compatible,Aw_m,8.34289417273746e-23,8.23073254072195e-09
constant,0.1,327,7,compatible,Aio,9.76995188565781e-22,3.60376040871496e-07
constant,0.1,327,7,compatible,Amda,5.25014910486689e-19,1.16116315842299e-07
constant,0.1,901,1,divergence,Ag_q,2.4720918469857e-25,1.75734022955995e-14
constant,0.1,901,1,divergence,Ag_0,2.22099340159085e-20,5.91527644771269e-12
constant,0.1,901,1,divergence,Aw_p,4.21329878698639e-11,1.14016930974856e-08
constant,0.1,901,1,divergence,Aw_m,4.21329878508519e-11,5.85012712906235e-09
constant,0.1,901,1,divergence,Aio,2.64002924972017e-18,8.57869951530992e-09
constant,0.1,901,1,divergence,Amda,5.90292140723959e-19,2.35134144416994e-09
constant,0.1,901,1,advective,Ag_q,7.64290396333272e-26,1.75734022955995e-14
constant,0.1,901,1,advective,Ag_0,2.19747122674118e-20,5.91527644771269e-12
constant,0.1,901,1,advective,Aw_p,4.21329878699463e-11,1.14016930974856e-08
constant,0.1,901,1,advective,Aw_m,4.21329878509413e-11,5.85012712906235e-09
constant,0.1,901,1,advective,Aio,2.63855673133277e-18,8.57869951530992e-09
constant,0.1,901,1,advective,Amda,8.80913624210531e-21,2.35134144416994e-09
constant,0.1,901,1,split,Ag_q,1.50963230308622e-25,1.75734022955995e-14
constant,0.1,901,1,split,Ag_0,2.20190902783706e-20,5.91527644771269e-12
constant,0.1,901,1,split,Aw_p,4.21329878699049e-11,1.14016930974856e-08
constant,0.1,901,1,split,Aw_m,4.21329878508966e-11,5.85012712906235e-09
constant,0.1,901,1,split,Aio,2.63929201706738e-18,8.57869951530992e-09
constant,0.1,901,1,split,Amda,2.92057379220267e-19,2.35134144416994e-09
constant,0.1,901,1,compatible,Ag_q,1.94195295723675e-24,1.75734022955995e-14
constant,0.1,901,1,compatible,Ag_0,7.8498294689775e-20,5.91527644771269e-12
constant,0.1,901,1,compatible,Aw_p,4.21329878607791e-11,1.14016930974856e-08
constant,0.1,901,1,compatible,Aw_m,4.2132987839664e-11,5.85012712906235e-09
constant,0.1,901,1,compatible,Aio,5.54966677796345e-20,8.57869951530992e-09
constant,0.1,901,1,compatible,Amda,2.92101578925946e-19,2.35134144416994e-09
constant,0.1,901,2,divergence,Ag_q,8.66853936670566e-26,1.75734022955995e-14
constant,0.1,901,2,divergence,Ag_0,1.16062088161745e-21,5.91527644771269e-12
constant,0.1,901,2,divergence,Aw_p,8.67758564081508e-12,1.14016930974856e-08
constant,0.1,901,2,divergence,Aw_m,8.67758564079549e-12,5.85012712906235e-09
constant,0.1,901,2,divergence,Aio,8.37702314786323e-22,8.57869951530992e-09
constant,0.1,901,2,divergence,Amda,8.30662156781193e-21,2.35134144416994e-09
constant,0.1,901,2,advective,Ag_q,8.73951568108705e-26,1.75734022955995e-14
constant,0.1,901,2,advective,Ag_0,1.16022914668569e-21,5.91527644771269e-12
constant,0.1,901,2,advective,Aw_p,8.67758564122148e-12,1.14016930974856e-08
constant,0.1,901,2,advective,Aw_m,8.67758564120175e-12,5.85012712906235e-09
constant,0.1,901,2,advective,Aio,8.39436928109171e-22,8.57869951530992e-09
constant,0.1,901,2,advective,Amda,8.71322549584616e-21,2.35134144416994e-09
constant,0.1,901,2,split,Ag_q,8.66004604985635e-26,1.75734022955995e-14
constant,0.1,901,2,split,Ag_0,1.16041682034344e-21,5.91527644771269e-12
constant,0.1,901,2,split,Aw_p,8.67758564101825e-12,1.14016930974856e-08
constant,0.1,901,2,split,Aw_m,8.67758564099865e-12,5.85012712906235e-09
constant,0.1,901,2,split,Aio,8.38555519205855e-22,8.57869951530992e-09
constant,0.1,901,2,split,Amda,8.50994715607863e-21,2.35134144416994e-09
constant,0.1,901,2,compatible,Ag_q,8.65998413129545e-26,1.75734022955995e-14
constant,0.1,901,2,compatible,Ag_0,1.16041743796755e-21,5.91527644771269e-12
constant,0.1,901,2,compatible,Aw_p,8.6775856410181e-12,1.14016930974856e-08
constant,0.1,901,2,compatible,Aw_m,8.67758564099846e-12,5.85012712906235e-09
constant,0.1,901,2,compatible,Aio,8.37572368559162e-22,8.57869951530992e-09
constant,0.1,901,2,compatible,Amda,8.50953386307156e-21,2.35134144416994e-09
constant,0.1,901,3,divergence,Ag_q,3.55416333252398e-26,8.13490453332758e-15
constant,0.1,901,3,divergence,Ag_0,8.88729161030504e-22,2.7382409155018e-12
constant,0.1,901,3,divergence,Aw_p,4.29029498476902e-12,5.27795832430649e-09
constant,0.1,901,3,divergence,Aw_m,4.29029498476924e-12,2.70808264848613e-09
constant,0.1,901,3,divergence,Aio,8.36904067383719e-22,8.57869951530992e-09
constant,0.1,901,3,divergence,Amda,8.0549305566355e-21,2.35134144416994e-09
constant,0.1,901,3,advective,Ag_q,3.55485902357032e-26,8.13490453332758e-15
constant,0.1,901,3,advective,Ag_0,8.93082936460623e-22,2.7382409155018e-12
constant,0.1,901,3,advective,Aw_p,4.29029498476904e-12,5.27795832430649e-09
constant,0.1,901,3,advective,Aw_m,4.29029498476926e-12,2.70808264848613e-09
constant,0.1,901,3,advective,Aio,8.39260103213501e-22,8.57869951530992e-09
constant,0.1,901,3,advective,Amda,8.71324296819613e-21,2.35134144416994e-09
constant,0.1,901,3,split,Ag_q,3.55457134336419e-26,8.13490453332758e-15
constant,0.1,901,3,split,Ag_0,8.90876492344357e-22,2.7382409155018e-12
constant,0.1,901,3,split,Aw_p,4.29029498476902e-12,5.27795832430649e-09
constant,0.1,901,3,split,Aw_m,4.29029498476926e-12,2.70808264848613e-09
constant,0.1,901,3,split,Aio,8.3847451888028e-22,8.57869951530992e-09
constant,0.1,901,3,split,Amda,8.38418661058488e-21,2.35134144416994e-09
constant,0.1,901,3,compatible,Ag_q,3.55443921143259e-26,8.13490453332758e-15
constant,0.1,901,3,compatible,Ag_0,8.90876699686405e-22,2.7382409155018e-12
constant,0.1,901,3,compatible,Aw_p,4.2902949847689e-12,5.27795832430649e-09
constant,0.1,901,3,compatible,Aw_m,4.29029498476912e-12,2.70808264848613e-09
constant,0.1,901,3,compatible,Aio,8.36760103356265e-22,8.57869951530992e-09
constant,0.1,901,3,compatible,Amda,8.38355929197969e-21,2.35134144416994e-09
constant,0.1,901,4,divergence,Ag_q,3.5150473584085e-26,8.13490453332758e-15
constant,0.1,901,4,divergence,Ag_0,8.52370991789233e-22,2.7382409155018e-12
constant,0.1,901,4,divergence,Aw_p,7.88233394783523e-13,5.27795832430649e-09
constant,0.1,901,4,divergence,Aw_m,7.88233394783507e-13,2.70808264848613e-09
constant,0.1,901,4,divergence,Aio,8.91648666663703e-22,8.57869951530992e-09
constant,0.1,901,4,divergence,Amda,6.23646946993732e-21,2.35134144416994e-09
constant,0.1,901,4,advective,Ag_q,3.54636915091738e-26,8.13490453332758e-15
constant,0.1,901,4,advective,Ag_0,8.96374468483337e-22,2.7382409155018e-12
constant,0.1,901,4,advective,Aw_p,7.88233394783566e-13,5.27795832430649e-09
constant,0.1,901,4,advective,Aw_m,7.88233394783581e-13,2.70808264848613e-09
constant,0.1,901,4,advective,Aio,8.96219349593087e-22,8.57869951530992e-09
constant,0.1,901,4,advective,Amda,8.71525672610035e-21,2.35134144416994e-09
constant,0.1,901,4,split,Ag_q,3.53018537695114e-26,8.13490453332758e-15
constant,0.1,901,4,split,Ag_0,8.73349851958048e-22,2.7382409155018e-12
constant,0.1,901,4,split,Aw_p,7.88233394783516e-13,5.27795832430649e-09
constant,0.1,901,4,split,Aw_m,7.88233394783517e-13,2.70808264848613e-09
constant,0.1,901,4,split,Aio,8.93975575077629e-22,8.57869951530992e-09
constant,0.1,901,4,split,Amda,7.47251042433311e-21,2.35134144416994e-09
constant,0.1,901,4,compatible,Ag_q,3.53017681219654e-26,8.13490453332758e-15
constant,0.1,901,4,compatible,Ag_0,8.73349954236133e-22,2.7382409155018e-12
constant,0.1,901,4,compatible,Aw_p,7.88233394783561e-13,5.27795832430649e-09
constant,0.1,901,4,compatible,Aw_m,7.88233394783567e-13,2.70808264848613e-09
constant,0.1,901,4,compatible,Aio,8.95275552444489e-22,8.57869951530992e-09
constant,0.1,901,4,compatible,Amda,7.47229462880857e-21,2.35134144416994e-09
constant,0.1,901,5,divergence,Ag_q,1.78700363787167e-26,3.92953221289114e-15
constant,0.1,901,5,divergence,Ag_0,2.37730140375874e-21,1.32269602427891e-12
constant,0.1,901,5,divergence,Aw_p,3.02272084532987e-13,2.54949608749627e-09
constant,0.1,901,5,divergence,Aw_m,3.02272084532977e-13,1.30812820358165e-09
constant,0.1,901,5,divergence,Aio,7.85076501936236e-22,8.57869951530992e-09
constant,0.1,901,5,divergence,Amda,1.46701861974315e-20,2.35134144416994e-09
constant,0.1,901,5,advective,Ag_q,1.75224317430705e-26,3.92953221289114e-15
constant,0.1,901,5,advective,Ag_0,2.46908966067587e-21,1.32269602427891e-12
constant,0.1,901,5,advective,Aw_p,3.0227208453299e-13,2.54949608749627e-09
constant,0.1,901,5,advective,Aw_m,3.02272084532987e-13,1.30812820358165e-09
constant,0.1,901,5,advective,Aio,7.91371088361202e-22,8.57869951530992e-09
constant,0.1,901,5,advective,Amda,8.71987877431921e-21,2.35134144416994e-09
constant,0.1,901,5,split,Ag_q,1.76633183784553e-26,3.92953221289114e-15
constant,0.1,901,5,split,Ag_0,2.40893043867881e-21,1.32269602427891e-12
constant,0.1,901,5,split,Aw_p,3.02272084532975e-13,2.54949608749627e-09
constant,0.1,901,5,split,Aw_m,3.02272084532966e-13,1.30812820358165e-09
constant,0.1,901,5,split,Aio,7.88268464346718e-22,8.57869951530992e-09
constant,0.1,901,5,split,Amda,1.16853039124138e-20,2.35134144416994e-09
constant,0.1,901,5,compatible,Ag_q,1.76637619906557e-26,3.92953221289114e-15
constant,0.1,901,5,compatible,Ag_0,2.40893048540881e-21,1.32269602427891e-12
constant,0.1,901,5,compatible,Aw_p,3.02272084532954e-13,2.54949608749627e-09
constant,0.1,901,5,compatible,Aw_m,3.02272084532953e-13,1.30812820358165e-09
constant,0.1,901,5,compatible,Aio,7.8504745970743e-22,8.57869951530992e-09
constant,0.1,901,5,compatible,Amda,1.16839892667538e-20,2.35134144416994e-09
constant,0.1,901,6,divergence,Ag_q,1.77763714847326e-26,3.92953221289114e-15
constant,0.1,901,6,divergence,Ag_0,2.5704074872514e-21,1.32269602427891e-12
constant,0.1,901,6,divergence,Aw_p,3.03042925311996e-13,2.54949608749627e-09
constant,0.1,901,6,divergence,Aw_m,3.03042925311985e-13,1.30812820358165e-09
constant,0.1,901,6,divergence,Aio,7.84082258830782e-22,8.57869951530992e-09
constant,0.1,901,6,divergence,Amda,1.67664044337703e-20,2.35134144416994e-09
constant,0.1,901,6,advective,Ag_q,1.75241757284302e-26,3.92953221289114e-15
constant,0.1,901,6,advective,Ag_0,2.46914872117606e-21,1.32269602427891e-12
constant,0.1,901,6,advective,Aw_p,3.03042925312001e-13,2.54949608749627e-09
constant,0.1,901,6,advective,Aw_m,3.03042925312e-13,1.30812820358165e-09
constant,0.1,901,6,advective,Aio,7.90111861850116e-22,8.57869951530992e-09
constant,0.1,901,6,advective,Amda,8.72158356100941e-21,2.35134144416994e-09
constant,0.1,901,6,split,Ag_q,1.76180700096822e-26,3.92953221289114e-15
constant,0.1,901,6,split,Ag_0,2.49878913853754e-21,1.32269602427891e-12
constant,0.1,901,6,split,Aw_p,3.03042925312005e-13,2.54949608749627e-09
constant,0.1,901,6,split,Aw_m,3.03042925311999e-13,1.30812820358165e-09
constant,0.1,901,6,split,Aio,7.87503716074108e-22,8.57869951530992e-09
constant,0.1,901,6,split,Amda,1.27301796237263e-20,2.35134144416994e-09
constant,0.1,901,6,compatible,Ag_q,1.76176698479199e-26,3.92953221289114e-15
constant,0.1,901,6,compatible,Ag_0,2.49878903808834e-21,1.32269602427891e-12
constant,0.1,901,6,compatible,Aw_p,3.03042925311964e-13,2.54949608749627e-09
constant,0.1,901,6,compatible,Aw_m,3.03042925311966e-13,1.30812820358165e-09
constant,0.1,901,6,compatible,Aio,7.83822499869006e-22,8.57869951530992e-09
constant,0.1,901,6,compatible,Amda,1.27311861215871e-20,2.35134144416994e-09
constant,0.1,901,7,divergence,Ag_q,0,3.92953221289114e-15
constant,0.1,901,7,divergence,Ag_0,0,1.32269602427891e-12
constant,0.1,901,7,divergence,Aw_p,0,2.54949608749627e-09
constant,0.1,901,7,divergence,Aw_m,0,1.30812820358165e-09
constant,0.1,901,7,divergence,Aio,0,8.57869951530992e-09
constant,0.1,901,7,divergence,Amda,0,2.35134144416994e-09
constant,0.1,901,7,advective,Ag_q,1.81131535718515e-26,3.92953221289114e-15
constant,0.1,901,7,advective,Ag_0,2.46679300597589e-21,1.32269602427891e-12
constant,0.1,901,7,advective,Aw_p,5.33969780496487e-24,2.54949608749627e-09
constant,0.1,901,7,advective,Aw_m,5.72299577446549e-24,1.30812820358165e-09
constant,0.1,901,7,advective,Aio,1.63468594427835e-23,8.57869951530992e-09
constant,0.1,901,7,advective,Amda,8.72191606468345e-21,2.35134144416994e-09
constant,0.1,901,7,split,Ag_q,9.05452367897561e-27,3.92953221289114e-15
constant,0.1,901,7,split,Ag_0,1.23339789776724e-21,1.32269602427891e-12
constant,0.1,901,7,split,Aw_p,3.80312319282549e-24,2.54949608749627e-09
constant,0.1,901,7,split,Aw_m,4.18598863613461e-24,1.30812820358165e-09
