profile,amplitude,time,config,form,field,rmsError,maxError,referenceRMS
constant,0.1,327,4,divergence,w,5.21352666258583e-18,8.82476437090309e-17,1.38084135330849e-06
constant,0.1,327,4,divergence,eta,3.0814210695705e-17,3.30685520578456e-16,1.64521520060303e-06
constant,0.1,327,4,advective,u,4.17192436039475e-19,5.82147215802159e-18,8.52958484040308e-08
constant,0.1,327,4,advective,v,1.60730063264311e-19,2.86602862126353e-18,3.21726341728698e-08
constant,0.1,327,4,advective,w,5.21358906386615e-18,8.82477074019381e-17,1.38084135330849e-06
constant,0.1,327,4,advective,eta,3.10681989083379e-17,3.33369662109186e-16,1.64521520060303e-06
constant,0.1,327,4,split,u,4.20179164480434e-19,5.85461232208292e-18,8.52958484040308e-08
constant,0.1,327,4,split,v,1.6235042799854e-19,2.89308404473892e-18,3.21726341728698e-08
constant,0.1,327,4,split,w,5.21355376776073e-18,8.82476751418942e-17,1.38084135330849e-06
constant,0.1,327,4,split,eta,3.09409781803201e-17,3.3202764428338e-16,1.64521520060303e-06
constant,0.1,327,4,compatible,u,1.95567339937638e-12,4.24808793549722e-12,8.52958484040308e-08
constant,0.1,327,4,compatible,v,1.13501298857147e-12,2.87228876067425e-12,3.21726341728698e-08
constant,0.1,327,4,compatible,w,1.32350132992946e-14,3.10194581764777e-14,1.38084135330849e-06
constant,0.1,327,4,compatible,eta,3.53728867703402e-11,7.33167168188749e-11,1.64521520060303e-06
constant,0.1,327,5,divergence,u,2.76001719150539e-19,5.34358675709256e-18,8.52158323392676e-08
constant,0.1,327,5,divergence,v,1.22205471503269e-19,3.29899315184726e-18,3.2126418436126e-08
constant,0.1,327,5,divergence,w,2.84643920492689e-18,7.37103348726606e-17,1.02185741824222e-06
constant,0.1,327,5,divergence,eta,2.20844481248567e-17,3.36616709972926e-16,1.65157852679053e-06
constant,0.1,327,5,advective,u,2.55329500413951e-19,4.94913410146807e-18,8.52158323392676e-08
constant,0.1,327,5,advective,v,1.11442837506728e-19,3.08457139346127e-18,3.2126418436126e-08
constant,0.1,327,5,advective,w,2.84642655360494e-18,7.37078698744352e-17,1.02185741824222e-06
constant,0.1,327,5,advective,eta,2.23186962951933e-17,3.33369926806982e-16,1.65157852679053e-06
constant,0.1,327,5,split,u,2.65333080456906e-19,5.14638689905992e-18,8.52158323392676e-08
constant,0.1,327,5,split,v,1.16696075595595e-19,3.19178392701549e-18,3.2126418436126e-08
constant,0.1,327,5,split,w,2.84643333328785e-18,7.37091023735479e-17,1.02185741824222e-06
constant,0.1,327,5,split,eta,2.219567795245e-17,3.34993265450395e-16,1.65157852679053e-06
constant,0.1,327,5,compatible,u,4.79782999891759e-13,1.03813933760143e-12,8.52158323392676e-08
constant,0.1,327,5,compatible,v,2.78518530770847e-13,7.02073137442427e-13,3.2126418436126e-08
constant,0.1,327,5,compatible,w,3.24492003697624e-15,7.57856363256478e-15,1.02185741824222e-06
constant,0.1,327,5,compatible,eta,8.67361881459515e-12,1.79071869046497e-11,1.65157852679053e-06
constant,0.1,327,6,divergence,u,2.75431970691797e-19,5.53948959592472e-18,8.52158323392677e-08
constant,0.1,327,6,divergence,v,1.22011385972949e-19,3.33766715420657e-18,3.2126418436126e-08
constant,0.1,327,6,divergence,w,8.41684767091423e-09,5.88482126825512e-07,1.02185449759217e-06
constant,0.1,327,6,divergence,eta,2.20834754587647e-17,3.38607535183995e-16,1.65157852679053e-06
constant,0.1,327,6,advective,u,2.55035077909958e-19,4.94037260441991e-18,8.52158323392677e-08
constant,0.1,327,6,advective,v,1.11422467438137e-19,3.09752338749262e-18,3.2126418436126e-08
constant,0.1,327,6,advective,w,8.41684767091421e-09,5.88482126825512e-07,1.02185449759217e-06
constant,0.1,327,6,advective,eta,2.23186690876315e-17,3.35429361686778e-16,1.65157852679053e-06
constant,0.1,327,6,split,u,2.64846458547631e-19,5.23993110017231e-18,8.52158323392677e-08
constant,0.1,327,6,split,v,1.16580492332054e-19,3.20962621282826e-18,3.2126418436126e-08
constant,0.1,327,6,split,w,8.41684767091422e-09,5.88482126825512e-07,1.02185449759217e-06
constant,0.1,327,6,split,eta,2.21951632892635e-17,3.37018501374945e-16,1.65157852679053e-06
constant,0.1,327,6,compatible,u,4.79782999894649e-13,1.04376407578278e-12,8.52158323392677e-08
constant,0.1,327,6,compatible,v,2.78518530770144e-13,7.0357925514333e-13,3.2126418436126e-08
constant,0.1,327,6,compatible,w,8.41684767094098e-09,5.88482126825512e-07,1.02185449759217e-06
constant,0.1,327,6,compatible,eta,8.67361881466397e-12,1.79920294323217e-11,1.65157852679053e-06
constant,0.1,327,7,divergence,u,2.09388271023337e-23,1.85288457211878e-22,8.51753286585626e-08
constant,0.1,327,7,divergence,v,7.78775636339925e-24,6.61744490042422e-23,3.21030154869619e-08
constant,0.1,327,7,divergence,w,2.17525025464769e-22,1.18584612615602e-20,9.11350637918949e-07
constant,0.1,327,7,divergence,eta,3.93878220434265e-22,4.2351647362715e-21,1.65478801062965e-06
constant,0.1,327,7,advective,u,1.98438057763493e-19,5.12444345177011e-18,8.51753286585626e-08
constant,0.1,327,7,advective,v,8.30437212042235e-20,2.9934938449355e-18,3.21030154869619e-08
constant,0.1,327,7,advective,w,3.62856935479257e-21,1.11808349037568e-19,9.11350637918949e-07
constant,0.1,327,7,advective,eta,1.69808032902126e-17,3.33369185653153e-16,1.65478801062965e-06
constant,0.1,327,7,split,u,9.92191148133457e-20,2.56222172588506e-18,8.51753286585626e-08
constant,0.1,327,7,split,v,4.15218636604505e-20,1.49674692246775e-18,3.21030154869619e-08
constant,0.1,327,7,split,w,1.82378354963971e-21,5.75982404132924e-20,9.11350637918949e-07
constant,0.1,327,7,split,eta,8.49040139117892e-18,1.66684642457413e-16,1.65478801062965e-06
constant,0.1,327,7,compatible,u,1.18846396643432e-13,2.5665417564405e-13,8.51753286585626e-08
constant,0.1,327,7,compatible,v,6.8999184931448e-14,1.7358723452767e-13,3.21030154869619e-08
constant,0.1,327,7,compatible,w,8.03559794865016e-16,1.87339501667849e-15,9.11350637918949e-07
constant,0.1,327,7,compatible,eta,2.14802457877993e-12,4.42665607298379e-12,1.65478801062965e-06
constant,0.1,901,1,divergence,u,6.92016197821817e-17,1.15210212024753e-16,2.97770779043133e-08
constant,0.1,901,1,divergence,v,6.10971562295216e-17,9.81421951826797e-17,7.34811547662929e-09
constant,0.1,901,1,divergence,w,3.57504085842038e-17,1.00674947978857e-16,2.59697361548375e-06
constant,0.1,901,1,divergence,eta,8.67337326308238e-18,3.40612925391289e-17,1.90924912977401e-07
constant,0.1,901,1,advective,u,1.78945981566093e-19,1.3774476258029e-18,2.97770779043133e-08
constant,0.1,901,1,advective,v,7.89782033794983e-20,5.40331746912501e-19,7.34811547662929e-09
constant,0.1,901,1,advective,w,9.52170275713132e-18,8.402336384244e-17,2.59697361548375e-06
constant,0.1,901,1,advective,eta,1.91386199881777e-18,8.2347815213124e-18,1.90924912977401e-07
constant,0.1,901,1,split,u,3.46016728520457e-17,5.82371017788692e-17,2.97770779043133e-08
constant,0.1,901,1,split,v,3.05494420496512e-17,4.90843685668949e-17,7.34811547662929e-09
constant,0.1,901,1,split,w,1.96949807621269e-17,8.40233754229686e-17,2.59697361548375e-06
constant,0.1,901,1,split,eta,5.02834925829896e-18,2.11480370302206e-17,1.90924912977401e-07
constant,0.1,901,1,compatible,u,8.81492691385845e-13,1.95149004533632e-12,2.97770779043133e-08
constant,0.1,901,1,compatible,v,6.00225019263397e-13,1.51776275397725e-12,7.34811547662929e-09
constant,0.1,901,1,compatible,w,5.99777223526226e-15,1.41923293628713e-14,2.59697361548375e-06
constant,0.1,901,1,compatible,eta,1.85155230948231e-11,4.57260644010378e-11,1.90924912977401e-07
constant,0.1,901,2,divergence,u,6.88412691831613e-17,1.14842507081416e-16,2.97568870351794e-08
constant,0.1,901,2,divergence,v,6.06942379342031e-17,9.7947352996188e-17,7.34316456748863e-09
constant,0.1,901,2,divergence,w,3.48665043617524e-17,1.02362237609788e-16,1.86395671827069e-06
constant,0.1,901,2,divergence,eta,9.286073748498e-19,8.19639703216749e-18,1.93790773633807e-07
constant,0.1,901,2,advective,u,1.32740945966477e-19,1.419441931141e-18,2.97568870351794e-08
constant,0.1,901,2,advective,v,5.04578419423144e-20,5.62290083453334e-19,7.34316456748863e-09
constant,0.1,901,2,advective,w,7.0763214593247e-18,8.6606431346942e-17,1.86395671827069e-06
constant,0.1,901,2,advective,eta,9.28680643323419e-19,8.23504621910842e-18,1.93790773633807e-07
constant,0.1,901,2,split,u,3.44212609498587e-17,5.80746567414536e-17,2.97568870351794e-08
constant,0.1,901,2,split,v,3.03477775210724e-17,4.90002728363294e-17,7.34316456748863e-09
constant,0.1,901,2,split,w,1.84835319833004e-17,8.6606431346942e-17,1.86395671827069e-06
constant,0.1,901,2,split,eta,9.28639897198534e-19,8.20958229113159e-18,1.93790773633807e-07
constant,0.1,901,2,compatible,u,2.02085730428272e-13,4.40820938953789e-13,2.97568870351794e-08
constant,0.1,901,2,compatible,v,1.3648270161817e-13,3.40319348168028e-13,7.34316456748863e-09
constant,0.1,901,2,compatible,w,1.36962185398286e-15,3.27224810701043e-15,1.86395671827069e-06
constant,0.1,901,2,compatible,eta,4.20408870611606e-12,1.0295138471963e-11,1.93790773633807e-07
constant,0.1,901,3,divergence,u,1.35951556259468e-19,1.58923233239608e-18,2.97568870351804e-08
constant,0.1,901,3,divergence,v,4.85651520187408e-20,6.10038257132345e-19,7.34316456748859e-09
constant,0.1,901,3,divergence,w,6.98739020764094e-18,8.6606431346942e-17,1.86395903790046e-06
constant,0.1,901,3,divergence,eta,9.26209740493423e-19,9.96248719697231e-18,1.93790773633807e-07
constant,0.1,901,3,advective,u,1.36310436096913e-19,1.5911712437519e-18,2.97568870351804e-08
constant,0.1,901,3,advective,v,4.86202050671899e-20,6.10291374399786e-19,7.34316456748859e-09
constant,0.1,901,3,advective,w,6.98738150918328e-18,8.6606431346942e-17,1.86395903790046e-06
constant,0.1,901,3,advective,eta,9.26700756848628e-19,1.00272058080985e-17,1.93790773633807e-07
constant,0.1,901,3,split,u,1.3613083036431e-19,1.59019847935154e-18,2.97568870351804e-08
constant,0.1,901,3,split,v,4.85926066858206e-20,6.10164815766066e-19,7.34316456748859e-09
constant,0.1,901,3,split,w,6.98738902041404e-18,8.6606431346942e-17,1.86395903790046e-06
constant,0.1,901,3,split,eta,9.26449631040743e-19,9.99485973742519e-18,1.93790773633807e-07
constant,0.1,901,3,compatible,u,2.02085727490387e-13,4.40840140270879e-13,2.97568870351804e-08
constant,0.1,901,3,compatible,v,1.36482698246831e-13,3.40322469874868e-13,7.34316456748859e-09
constant,0.1,901,3,compatible,w,1.36951489400991e-15,3.24916533712725e-15,1.86395903790046e-06
constant,0.1,901,3,compatible,eta,4.20408870631892e-12,1.02951384722277e-11,1.93790773633807e-07
constant,0.1,901,4,divergence,u,1.03133037816549e-19,1.66850932230316e-18,2.97463201982127e-08
constant,0.1,901,4,divergence,v,3.7375028144503e-20,6.4801908213833e-19,7.34057353102859e-09
constant,0.1,901,4,divergence,w,5.01203100211372e-18,8.51798938605065e-17,1.32812284447524e-06
constant,0.1,901,4,divergence,eta,6.55762935943011e-19,1.00763601888188e-17,1.95273085670328e-07
constant,0.1,901,4,advective,u,1.02767915605522e-19,1.66459179492211e-18,2.97463201982127e-08
constant,0.1,901,4,advective,v,3.72937271838932e-20,6.47972760024027e-19,7.34057353102859e-09
constant,0.1,901,4,advective,w,5.01203826774506e-18,8.51798938605065e-17,1.32812284447524e-06
constant,0.1,901,4,advective,eta,6.60887489839399e-19,1.00270734592005e-17,1.95273085670328e-07
constant,0.1,901,4,split,u,1.02949260807325e-19,1.66655055861264e-18,2.97463201982127e-08
constant,0.1,901,4,split,v,3.7333622530572e-20,6.47995921081178e-19,7.34057353102859e-09
constant,0.1,901,4,split,w,5.01203463153026e-18,8.51798938605065e-17,1.32812284447524e-06
constant,0.1,901,4,split,eta,6.58228103014896e-19,1.00517168240096e-17,1.95273085670328e-07
constant,0.1,901,4,compatible,u,4.85624305548059e-14,1.05128914083838e-13,2.97463201982127e-08
constant,0.1,901,4,compatible,v,3.27046197524411e-14,8.09495226282334e-14,7.34057353102859e-09
constant,0.1,901,4,compatible,w,3.28665434469817e-16,7.73686713919433e-16,1.32812284447524e-06
constant,0.1,901,4,compatible,eta,1.00684185806313e-12,2.44259630835356e-12,1.95273085670328e-07
constant,0.1,901,5,divergence,u,3.30551382660176e-20,9.46453439438274e-19,2.97409124577424e-08
constant,0.1,901,5,divergence,v,2.14292102317402e-20,5.30313762513872e-19,7.33924753074473e-09
constant,0.1,901,5,divergence,w,3.04408831506922e-18,7.91608620208859e-17,9.78206055612507e-07
constant,0.1,901,5,divergence,eta,4.82788302121867e-19,1.05865105967211e-17,1.96027143491025e-07
constant,0.1,901,5,advective,u,3.09317541850946e-20,8.71557198055273e-19,2.97409124577424e-08
constant,0.1,901,5,advective,v,2.20179078095332e-20,5.25583943771293e-19,7.33924753074473e-09
constant,0.1,901,5,advective,w,3.04414990828919e-18,7.9160870292692e-17,9.78206055612507e-07
constant,0.1,901,5,advective,eta,4.74850475992547e-19,1.0965584310397e-17,1.96027143491025e-07
constant,0.1,901,5,split,u,3.1915579720161e-20,9.06735535145928e-19,2.97409124577424e-08
constant,0.1,901,5,split,v,2.1704639959071e-20,5.2794802596197e-19,7.33924753074473e-09
constant,0.1,901,5,split,w,3.04411821927823e-18,7.91608661567889e-17,9.78206055612507e-07
constant,0.1,901,5,split,eta,4.77783334041011e-19,1.0323480396819e-17,1.96027143491025e-07
constant,0.1,901,5,compatible,u,1.19137626965852e-14,2.56912045454539e-14,2.97409124577424e-08
constant,0.1,901,5,compatible,v,8.01361720556168e-15,1.97644971914957e-14,7.33924753074473e-09
constant,0.1,901,5,compatible,w,8.06312150053215e-17,1.88972603441313e-16,9.78206055612507e-07
constant,0.1,901,5,compatible,eta,2.46646141252178e-13,5.95844693112453e-13,1.96027143491025e-07
constant,0.1,901,6,divergence,u,3.26416926014619e-20,1.01025884316816e-18,2.97409124577424e-08
constant,0.1,901,6,divergence,v,2.14375505983257e-20,5.31614090436805e-19,7.33924753074473e-09
constant,0.1,901,6,divergence,w,7.56503581424099e-09,5.14603232907933e-07,9.78203170824628e-07
constant,0.1,901,6,divergence,eta,4.81638282113624e-19,1.22874338185078e-17,1.96027143491024e-07
constant,0.1,901,6,advective,u,3.08293051466268e-20,9.38532357892466e-19,2.97409124577424e-08
constant,0.1,901,6,advective,v,2.20409577691965e-20,5.25603796105995e-19,7.33924753074473e-09
constant,0.1,901,6,advective,w,7.565035814241e-09,5.14603232907935e-07,9.78203170824628e-07
constant,0.1,901,6,advective,eta,4.74643991629161e-19,1.15472130493912e-17,1.96027143491024e-07
constant,0.1,901,6,split,u,3.16495047600532e-20,9.74392291807865e-19,2.97409124577424e-08
constant,0.1,901,6,split,v,2.17163582774603e-20,5.28608116090787e-19,7.33924753074473e-09
constant,0.1,901,6,split,w,7.56503581424099e-09,5.14603232907934e-07,9.78203170824628e-07
constant,0.1,901,6,split,eta,4.76875321203011e-19,1.14095900477971e-17,1.96027143491024e-07
constant,0.1,901,6,compatible,u,1.19137626876661e-14,2.60213722840562e-14,2.97409124577424e-08
constant,0.1,901,6,compatible,v,8.01361720571605e-15,1.98933320047845e-14,7.33924753074473e-09
constant,0.1,901,6,compatible,w,7.56503581424273e-09,5.14603232907934e-07,9.78203170824628e-07
constant,0.1,901,6,compatible,eta,2.46646141268518e-13,5.95848118566632e-13,1.96027143491024e-07
constant,0.1,901,7,divergence,u,6.89346748778781e-24,3.97046694025453e-23,2.97381766502989e-08
constant,0.1,901,7,divergence,v,1.97537222915381e-24,1.32348898008484e-23,7.33857670005126e-09
constant,0.1,901,7,divergence,w,2.1449410234747e-22,1.35525271560688e-20,8.70869856796026e-07
constant,0.1,901,7,divergence,eta,4.77316872428894e-23,5.29395592033938e-22,1.96407470942034e-07
constant,0.1,901,7,advective,u,1.89445660599367e-20,6.56993164603918e-19,2.97381766502989e-08
constant,0.1,901,7,advective,v,7.84448309945499e-21,3.83601700349016e-19,7.33857670005126e-09
constant,0.1,901,7,advective,w,1.19461391146064e-21,5.0821976835258e-20,8.70869856796026e-07
constant,0.1,901,7,advective,eta,3.59032266693911e-19,1.09658754779726e-17,1.96407470942034e-07
constant,0.1,901,7,split,u,9.47230005981431e-21,3.28503199746859e-19,2.97381766502989e-08
constant,0.1,901,7,split,v,3.92224764185736e-21,1.91801677355121e-19,7.33857670005126e-09
constant,0.1,901,7,split,w,6.26606005270989e-22,2.71050543121376e-20,8.70869856796026e-07
constant,0.1,901,7,split,eta,1.79516197956867e-19,5.48292533127712e-18,1.96407470942034e-07
constant,0.1,901,7,compatible,u,2.9511425364395e-15,6.35151859561382e-15,2.97381766502989e-08
constant,0.1,901,7,compatible,v,1.98391674177301e-15,4.88385745486195e-15,7.33857670005126e-09
constant,0.1,901,7,compatible,w,1.99520661560408e-17,4.67184746438817e-17,8.70869856796026e-07
constant,0.1,901,7,compatible,eta,6.10546815517477e-14,1.47172394713777e-13,1.96407470942034e-07
constant,0.4,327,1,divergence,u,1.54090879170063e-13,2.32699693466449e-13,4.70728938209598e-07
constant,0.4,327,1,divergence,v,5.08800421273478e-15,1.01695941905841e-14,1.16980956077315e-07
constant,0.4,327,1,divergence,w,1.00808087904671e-15,2.16582936481136e-15,1.01620643505111e-05
constant,0.4,327,1,divergence,eta,1.27089500189361e-16,5.02632183167119e-16,3.39659184201126e-06
constant,0.4,327,1,advective,u,8.74395556000886e-17,1.90040841441567e-16,4.70728938209598e-07
constant,0.4,327,1,advective,v,2.33177099912834e-18,7.30801498045289e-18,1.16980956077315e-07
constant,0.4,327,1,advective,w,1.48325798817152e-16,1.35581874537388e-15,1.01620643505111e-05
constant,0.4,327,1,advective,eta,3.55893465936067e-17,1.85248620193578e-16,3.39659184201126e-06
constant,0.4,327,1,split,u,7.70502215982447e-14,1.16444495253542e-13,4.70728938209598e-07
constant,0.4,327,1,split,v,2.54410887036267e-15,5.08612863108511e-15,1.16980956077315e-07
constant,0.4,327,1,split,w,5.20351202031738e-16,1.35582953180907e-15,1.01620643505111e-05
constant,0.4,327,1,split,eta,7.66452178795773e-17,3.43940348740789e-16,3.39659184201126e-06
constant,0.4,327,1,compatible,u,1.41789872704894e-11,3.18602251973194e-11,4.70728938209598e-07
constant,0.4,327,1,compatible,v,9.65749664972984e-12,2.4604265195952e-11,1.16980956077315e-07
constant,0.4,327,1,compatible,w,9.64997588243554e-14,2.28844722360376e-13,1.01620643505111e-05
constant,0.4,327,1,compatible,eta,2.97775882275525e-10,7.20078473748956e-10,3.39659184201126e-06
constant,0.4,327,2,divergence,u,1.53675089153349e-13,2.32698706778945e-13,4.70443359839135e-07
constant,0.4,327,2,divergence,v,5.05486383065664e-15,1.01669532212639e-14,1.16920125759231e-07
constant,0.4,327,2,divergence,w,9.95145806637487e-16,2.18384067340177e-15,7.29414350523576e-06
constant,0.4,327,2,divergence,eta,2.03332628270548e-17,1.86088029844307e-16,3.44761052028961e-06
constant,0.4,327,2,advective,u,8.71986903902339e-17,1.90040841441567e-16,4.70443359839135e-07
constant,0.4,327,2,advective,v,2.18150649785413e-18,7.54706356003582e-18,1.16920125759231e-07
constant,0.4,327,2,advective,w,1.08646412267034e-16,1.37759475807282e-15,7.29414350523576e-06
constant,0.4,327,2,advective,eta,2.03181669079513e-17,1.85248620193578e-16,3.44761052028961e-06
constant,0.4,327,2,split,u,7.68423261973957e-14,1.16444280742448e-13,4.70443359839135e-07
constant,0.4,327,2,split,v,2.52753893742506e-15,5.08469905122838e-15,1.16920125759231e-07
constant,0.4,327,2,split,w,5.06522891460177e-16,1.3775947845426e-15,7.29414350523576e-06
constant,0.4,327,2,split,eta,2.03255774705862e-17,1.85668219139824e-16,3.44761052028961e-06
constant,0.4,327,2,compatible,u,3.25144941342657e-12,7.24483360093008e-12,4.70443359839135e-07
constant,0.4,327,2,compatible,v,2.19593578396992e-12,5.51682887869003e-12,1.16920125759231e-07
constant,0.4,327,2,compatible,w,2.20399404502692e-14,5.2076724730777e-14,7.29414350523576e-06
constant,0.4,327,2,compatible,eta,6.76178846061147e-11,1.62553477683826e-10,3.44761052028961e-06
constant,0.4,327,3,divergence,u,9.43482667651129e-19,1.43364561487527e-17,4.7044335983908e-07
constant,0.4,327,3,divergence,v,4.61591025986711e-19,5.80356535212105e-18,1.16920125759234e-07
constant,0.4,327,3,divergence,w,1.07605193322078e-16,1.49539571962842e-15,7.2941299772665e-06
constant,0.4,327,3,divergence,eta,2.03857279919555e-17,2.12001414678776e-16,3.44761052028948e-06
constant,0.4,327,3,advective,u,9.46348309603313e-19,1.43506439506192e-17,4.7044335983908e-07
constant,0.4,327,3,advective,v,4.61234969452635e-19,5.79734495391465e-18,1.16920125759234e-07
constant,0.4,327,3,advective,w,1.07605111433085e-16,1.49539571962842e-15,7.2941299772665e-06
constant,0.4,327,3,advective,eta,2.03861715900484e-17,2.11031456075051e-16,3.44761052028948e-06
constant,0.4,327,3,split,u,9.44912770673624e-19,1.43434441705675e-17,4.7044335983908e-07
constant,0.4,327,3,split,v,4.61407396387452e-19,5.80045515301785e-18,1.16920125759234e-07
constant,0.4,327,3,split,w,1.07605158822241e-16,1.49539571962842e-15,7.2941299772665e-06
constant,0.4,327,3,split,eta,2.03857057005561e-17,2.11516382437354e-16,3.44761052028948e-06
constant,0.4,327,3,compatible,u,3.25054126962405e-12,7.19605108948467e-12,4.7044335983908e-07
constant,0.4,327,3,compatible,v,2.19593432933625e-12,5.51681087776752e-12,1.16920125759234e-07
constant,0.4,327,3,compatible,w,2.2034376494576e-14,5.21960207220281e-14,7.2941299772665e-06
constant,0.4,327,3,compatible,eta,6.76178846161871e-11,1.62553477680438e-10,3.44761052028948e-06
constant,0.4,327,4,divergence,u,8.20940948177429e-19,1.58256459491441e-17,4.70293911305928e-07
constant,0.4,327,4,divergence,v,3.99431466748221e-19,6.66464051745405e-18,1.16888294213281e-07
constant,0.4,327,4,divergence,w,7.74561443532566e-17,1.4811141220979e-15,5.37950311893992e-06
constant,0.4,327,4,divergence,eta,1.44540663951305e-17,2.10541976910657e-16,3.4739987663523e-06
constant,0.4,327,4,advective,u,8.18487519339863e-19,1.56921323808332e-17,4.70293911305928e-07
constant,0.4,327,4,advective,v,3.99707946427811e-19,6.65971713844813e-18,1.16888294213281e-07
constant,0.4,327,4,advective,w,7.7456183084396e-17,1.48111413533279e-15,5.37950311893992e-06
constant,0.4,327,4,advective,eta,1.45385862608039e-17,2.11029020855328e-16,3.4739987663523e-06
constant,0.4,327,4,split,u,8.19703234864163e-19,1.57588362254294e-17,4.70293911305928e-07
constant,0.4,327,4,split,v,3.99561094772799e-19,6.66217882795109e-18,1.16888294213281e-07
constant,0.4,327,4,split,w,7.74561666777567e-17,1.4811141220979e-15,5.37950311893992e-06
constant,0.4,327,4,split,eta,1.44958090273978e-17,2.10785710641229e-16,3.4739987663523e-06
constant,0.4,327,4,compatible,u,7.81124866319768e-13,1.71607110320576e-12,4.70293911305928e-07
constant,0.4,327,4,compatible,v,5.26196401471371e-13,1.31221103137138e-12,1.16888294213281e-07
constant,0.4,327,4,compatible,w,5.28790601202975e-15,1.24291097205533e-14,5.37950311893992e-06
constant,0.4,327,4,compatible,eta,1.61943316964249e-11,3.85787317068396e-11,3.4739987663523e-06
constant,0.4,327,5,divergence,u,9.32011152628127e-19,2.2683754085707e-17,4.70217430898088e-07
constant,0.4,327,5,divergence,v,4.09775646129133e-19,1.0373109579211e-17,1.16872004953524e-07
constant,0.4,327,5,divergence,w,5.29233004315183e-17,1.29833616466256e-15,4.79331920960672e-06
constant,0.4,327,5,divergence,eta,1.03705893564368e-17,2.31603345265016e-16,3.48742251816464e-06
constant,0.4,327,5,advective,u,9.195712250729e-19,2.19295771252954e-17,4.70217430898088e-07
constant,0.4,327,5,advective,v,4.07581633373011e-19,1.04070173668808e-17,1.16872004953524e-07
constant,0.4,327,5,advective,w,5.29238749074007e-17,1.29833386179174e-15,4.79331920960672e-06
constant,0.4,327,5,advective,eta,1.02545255563252e-17,2.11031879591525e-16,3.48742251816464e-06
constant,0.4,327,5,split,u,9.25648390781005e-19,2.23067185450604e-17,4.70217430898088e-07
constant,0.4,327,5,split,v,4.08472175538982e-19,1.03900767079357e-17,1.16872004953524e-07
constant,0.4,327,5,split,w,5.29235870647582e-17,1.29833501322715e-15,4.79331920960672e-06
constant,0.4,327,5,split,eta,1.0288651613645e-17,2.21317506549152e-16,3.48742251816464e-06
constant,0.4,327,5,compatible,u,1.91632423097882e-13,4.19378819959041e-13,4.70217430898088e-07
constant,0.4,327,5,compatible,v,1.28933594762068e-13,3.20407546007641e-13,1.16872004953524e-07
constant,0.4,327,5,compatible,w,1.29745698953901e-15,3.03875965290496e-15,4.79331920960672e-06
constant,0.4,327,5,compatible,eta,3.96717342793339e-12,9.4090435228143e-12,3.48742251816464e-06
constant,0.4,327,6,divergence,u,9.31108427670595e-19,2.21304298129131e-17,4.70217430898088e-07
constant,0.4,327,6,divergence,v,4.11406146791046e-19,1.0482297420068e-17,1.16872004953524e-07
constant,0.4,327,6,divergence,w,4.03756580103449e-08,2.0729781210405e-06,4.79330512245989e-06
constant,0.4,327,6,divergence,eta,1.04056392830409e-17,2.49264134416501e-16,3.48742251816464e-06
constant,0.4,327,6,advective,u,9.21373245656332e-19,2.14458154332948e-17,4.70217430898088e-07
constant,0.4,327,6,advective,v,4.08827564166556e-19,1.06200196833356e-17,1.16872004953524e-07
constant,0.4,327,6,advective,w,4.0375658010345e-08,2.07297812104052e-06,4.79330512245989e-06
constant,0.4,327,6,advective,eta,1.02528065888932e-17,2.21660071819313e-16,3.48742251816464e-06
constant,0.4,327,6,split,u,9.26060248983723e-19,2.17880167439856e-17,4.70217430898088e-07
constant,0.4,327,6,split,v,4.09882855955688e-19,1.05511717865916e-17,1.16872004953524e-07
constant,0.4,327,6,split,w,4.0375658010345e-08,2.07297812104051e-06,4.79330512245989e-06
constant,0.4,327,6,split,eta,1.03038416050275e-17,2.35462050178348e-16,3.48742251816464e-06
constant,0.4,327,6,compatible,u,1.91632423101915e-13,4.19378641658606e-13,4.70217430898088e-07
constant,0.4,327,6,compatible,v,1.28933594763909e-13,3.20407234987731e-13,1.16872004953524e-07
constant,0.4,327,6,compatible,w,4.03756580102013e-08,2.07297812092008e-06,4.79330512245989e-06
constant,0.4,327,6,compatible,eta,3.96717342765207e-12,9.43590050828124e-12,3.48742251816464e-06
constant,0.4,327,7,divergence,u,1.14966494771515e-22,7.41153828847513e-22,4.70178739572452e-07
constant,0.4,327,7,divergence,v,3.07933092951087e-23,1.58818677610181e-22,1.1686376438541e-07
constant,0.4,327,7,divergence,w,1.13869735316303e-21,5.42101086242752e-20,4.43325108419975e-06
constant,0.4,327,7,divergence,eta,8.48571316421029e-22,6.7762635780344e-21,3.49419310207981e-06
constant,0.4,327,7,advective,u,1.63503089170023e-19,5.4019526211143e-18,4.70178739572452e-07
constant,0.4,327,7,advective,v,8.10481720545899e-20,4.93886382698261e-18,1.1686376438541e-07
constant,0.4,327,7,advective,w,1.33436532400909e-20,6.21722183284656e-19,4.43325108419975e-06
constant,0.4,327,7,advective,eta,7.85931799890745e-18,2.11031879591525e-16,3.49419310207981e-06
constant,0.4,327,7,split,u,8.17515814163526e-20,2.70097631055715e-18,4.70178739572452e-07
constant,0.4,327,7,split,v,4.05240855947333e-20,2.46944514838111e-18,1.1686376438541e-07
constant,0.4,327,7,split,w,6.75012640478583e-21,3.150962563786e-19,4.43325108419975e-06
constant,0.4,327,7,split,eta,3.92965914571081e-18,1.05515820681754e-16,3.49419310207981e-06
