  PID  %CPU COMM
 1665   0.0 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
 1647   0.0 /usr/libexec/modelmanagerd
 1643   0.0 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
 1634   0.0 /usr/libexec/rtcreportingd
 1621   0.0 postgres: logical replication launcher
 1620   0.0 postgres: autovacuum launcher
 1619   0.0 postgres: walwriter
 1617   0.0 postgres: background writer
 1616   0.0 postgres: checkpointer
 1615   0.0 postgres: io worker 2
 1613   0.0 postgres: io worker 1
 1612   0.0 postgres: io worker 0
 1607   0.0 /Applications/Postgres.app/Contents/Versions/18/bin/postgres
 1598   0.0 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
 1576   0.0 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
 1574   0.0 /Applications/Postgres.app/Contents/MacOS/PostgresMenuHelper.app/Contents/MacOS/PostgresMenuHelper
 1572   0.0 /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP
 1571   0.0 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
 1568   0.0 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
 1567   0.0 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
 1563   0.0 /usr/libexec/bluetoothuserd
 1562   0.0 /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
 1560   0.0 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
 1554   0.0 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
 1550   0.0 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
 1548   0.0 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
 1547   0.0 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
 1497   0.0 /Applications/NoMachine.app/Contents/MacOS/nxnode
 1533   0.0 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
 1531   0.0 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
 1532   0.0 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
 1527   0.0 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
 1525   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1523   0.0 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
 1522   0.0 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
 1519   0.0 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
 1470   0.0 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
 1503   0.0 /usr/libexec/duetexpertd
 1506   0.0 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
 1500   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1489   0.0 /Applications/BeyondTrust Jump Client - nwra.beyondtrustcloud.com.app/Contents/MacOS/sra-pin
 1472   0.0 /Library/Application Support/Mosyle/Mosyle MDM Agent.app/Contents/MacOS/Mosyle MDM Agent
 1476   0.0 /Library/Application Support/Mosyle/Notification Center.app/Contents/MacOS/Notification Center
 1482   0.0 Contents/Resources/ChatGPTHelper
 1467   0.0 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
 1479   0.0 /System/Library/Image Capture/Support/icdd
 1466   0.0 /System/Library/PrivateFrameworks/HearingCore.framework/heard
 1494   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1495   0.0 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
 1477   0.0 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
 1490   0.0 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1486   0.0 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 1463   0.0 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
 1461   0.0 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
 1462   0.0 /usr/libexec/AssetCache/AssetCache
 1459   0.0 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
 1458   0.0 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
 1457   0.0 /System/Library/CoreServices/navd
 1334   0.0 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
 1454   0.0 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
 1455   0.0 /System/Library/CoreServices/ReportCrash
 1451   0.0 /usr/libexec/networkserviceproxy
 1449   0.0 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
 1446   0.0 /usr/libexec/neagent
 1445   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 1443   0.0 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
 1440   0.0 /usr/libexec/triald
 1438   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
 1437   0.0 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
 1432   0.0 /usr/libexec/siriknowledged
 1431   0.0 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
 1430   0.0 /usr/libexec/spotlightknowledged.updater
 1428   0.0 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
 1425   0.0 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
 1424   0.0 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
 1426   0.0 /usr/libexec/avconferenced
 1419   0.0 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
 1417   0.0 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
 1418   0.0 /usr/libexec/searchpartyuseragent
 1416   0.0 /usr/libexec/appleaccountd
 1415   0.0 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
 1414   0.0 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
 1412   0.0 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
 1409   0.0 /System/Library/CoreServices/pbs
 1408   0.0 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
 1289   0.0 /usr/libexec/knowledge-agent
 1406   0.0 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
 1402   0.0 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
 1397   0.0 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
 1398   0.0 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension
 1395   0.0 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
 1394   0.0 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
 1391   0.0 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
 1390   0.0 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
 1386   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
 1392   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
 1379   0.0 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
 1380   0.0 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
 1384   0.0 /usr/libexec/replayd
 1387   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
 1376   0.0 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
 1385   0.0 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
 1382   0.0 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
 1375   0.0 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
 1374   0.0 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
 1373   0.0 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
 1372   0.0 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
 1371   0.0 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
 1368   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
 1370   0.0 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
 1361   0.0 /System/Library/CoreServices/audioaccessoryd
 1359   0.0 /usr/libexec/intelligentroutingd
 1362   0.0 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
 1363   0.0 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
 1358   0.0 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
 1355   0.0 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
 1352   0.0 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
 1348   0.0 /usr/libexec/transparencyd
 1349   0.0 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
 1357   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
 1356   0.0 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
 1354   0.0 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
 1353   0.0 /usr/libexec/pkd
 1347   0.0 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
 1350   0.0 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
 1351   0.0 /System/Library/CoreServices/iconservicesagent
 1346   0.0 /System/Library/CoreServices/sharedfilelistd
 1345   0.0 automountd
 1344   0.0 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
 1343   0.0 /usr/sbin/filecoordinationd
 1341   0.0 /usr/libexec/findmylocateagent
 1337   0.0 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
 1338   0.0 /usr/libexec/dmd
 1339   0.0 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
 1336   0.0 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
 1335   0.0 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent
 1286   0.0 /usr/libexec/ContinuityCaptureAgent
 1332   0.0 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
 1331   0.0 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
 1321   0.0 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
 1323   0.0 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
 1324   0.0 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
 1326   0.0 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
 1325   0.0 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
 1320   0.0 /usr/libexec/trustd
 1322   0.0 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
 1316   0.0 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
 1317   0.0 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
 1319   0.0 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
 1315   0.0 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
 1312   0.0 /usr/sbin/distnoted
 1313   0.0 /usr/libexec/secinitd
 1309   0.0 /usr/libexec/routined
 1307   0.0 /usr/sbin/usernoted
 1308   0.0 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
 1304   0.0 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
 1303   0.0 /System/Library/PrivateFrameworks/MobileDevice.framework/Resources/MobileDeviceUpdater.app/Contents/MacOS/MobileDeviceUpdater
 1305   0.0 /usr/libexec/nsurlsessiond
 1300   0.0 /usr/libexec/containermanagerd
 1299   0.0 /usr/libexec/linkd
 1298   0.0 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
 1297   0.0 /usr/libexec/lsd
 1296   0.0 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
 1294   0.0 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
 1293   0.0 /usr/libexec/pboard
 1283   0.0 /usr/libexec/UserEventAgent
 1290   0.0 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
 1291   0.0 /usr/sbin/universalaccessd
 1263   0.0 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
 1261   0.0 /usr/sbin/cfprefsd
 1259   0.0 /usr/libexec/secd
 1157   0.0 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1137   0.0 /usr/sbin/distnoted
 1133   0.0 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
 1015   0.0 /usr/sbin/distnoted
  904   0.0 /usr/sbin/distnoted
  846   0.0 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  844   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
  833   0.0 /usr/libexec/ospredictiond
  831   0.0 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  830   0.0 /usr/libexec/gamepolicyd
  810   0.0 /usr/sbin/distnoted
  782   0.0 /System/Library/CoreServices/TimeMachine/backupd-helper
  747   0.0 /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
  795   0.0 /usr/libexec/inboxupdaterd
  794   0.0 /usr/libexec/wifianalyticsd
  792   0.0 /usr/libexec/countryd
  787   0.0 /usr/sbin/distnoted
  781   0.0 /usr/sbin/cfprefsd
  778   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  774   0.0 /usr/sbin/distnoted
  760   0.0 /usr/sbin/distnoted
  761   0.0 /usr/libexec/wifip2pd
  743   0.0 /usr/sbin/systemstats
  736   0.0 /usr/libexec/sysmond
  710   0.0 /System/Library/CoreServices/osanalyticshelper
  709   0.0 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
  707   0.0 /usr/sbin/distnoted
  705   0.0 /Applications/NoMachine.app/Contents/Frameworks/bin/nxd
  697   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  644   0.0 /usr/libexec/symptomsd-diag
  647   0.0 /usr/libexec/findmydeviced
  642   0.0 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
  641   0.0 /usr/sbin/cfprefsd
  640   0.0 /usr/libexec/lsd
  639   0.0 /usr/sbin/distnoted
  631   0.0 /usr/libexec/ioupsd
  630   0.0 /usr/libexec/tracd
  629   0.0 /usr/libexec/searchpartyd
  628   0.0 /usr/sbin/distnoted
  627   0.0 /System/Library/DriverExtensions/com.apple.DriverKit-AppleBCMWLAN.dext/com.apple.DriverKit-AppleBCMWLAN
  626   0.0 /System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial
  625   0.0 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
  624   0.0 /System/Library/Audio/Plug-Ins/usbaudio.bundle/Contents/MacOS/usbaudiod
  621   0.0 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
  613   0.0 /usr/sbin/cfprefsd
  606   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  607   0.0 /usr/sbin/distnoted
  604   0.0 /usr/sbin/distnoted
  605   0.0 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
  603   0.0 /usr/libexec/rosetta/oahd
  601   0.0 Core Audio Driver (ParrotAudioPlugin.driver)
  598   0.0 /usr/sbin/distnoted
  599   0.0 Core Audio Driver (NMAudioMic.driver)
  595   0.0 /usr/libexec/mobileactivationd
  593   0.0 Core Audio Driver (NMAudio.driver)
  592   0.0 /usr/libexec/storagekitd
  589   0.0 /usr/libexec/taskgated
  588   0.0 /usr/libexec/online-auth-agent
  586   0.0 /usr/libexec/aneuserd
  587   0.0 /usr/libexec/aned
  584   0.0 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  583   0.0 /usr/libexec/triald_system
  576   0.0 /Applications/BeyondTrust Jump Client - nwra.beyondtrustcloud.com.app/Contents/MacOS/sra-pin
  574   0.0 /Applications/LansweeperAgent/LSAgent
  582   0.0 /Library/Application Support/Mosyle/MosyleMonitor.app/Contents/MacOS/MosyleMonitor
  575   0.0 /Library/Application Support/Mosyle/Mosyle.app/Contents/MacOS/msnotificationd
  572   0.0 /Library/Application Support/Mosyle/MosyleMDM.app/Contents/MacOS/MosyleMDM
  567   0.0 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
  566   0.0 /usr/libexec/cameracaptured
  564   0.0 /usr/libexec/com.apple.cmio.videodriverkithostextension.systemextension/Contents/MacOS/com.apple.cmio.videodriverkithostextension
  560   0.0 /usr/libexec/ApplicationFirewall/socketfilterfw
  558   0.0 /usr/sbin/distnoted
  390   0.0 /System/Library/CoreServices/iconservicesd
  554   0.0 /System/Library/CoreServices/TimeMachine/backupd
  553   0.0 /System/Library/CoreServices/appleeventsd
  552   0.0 /usr/libexec/audioclocksyncd
  551   0.0 /usr/libexec/findmybeaconingd
  549   0.0 /usr/sbin/WirelessRadioManagerd
  547   0.0 /usr/libexec/audiomxd
  545   0.0 Core Audio Driver (MSTeamsAudioDevice.driver)
  541   0.0 /usr/libexec/syspolicyd
  540   0.0 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  533   0.0 /usr/sbin/mDNSResponderHelper
  529   0.0 /usr/libexec/symptomsd
  526   0.0 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
  523   0.0 /usr/sbin/distnoted
  522   0.0 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
  445   0.0 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
  519   0.0 /usr/libexec/airportd
  518   0.0 /usr/sbin/netbiosd
  485   0.0 /usr/sbin/distnoted
  483   0.0 /usr/libexec/hidd
  482   0.0 /usr/libexec/eligibilityd
  472   0.0 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
  471   0.0 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd
  463   0.0 /usr/sbin/distnoted
  409   0.0 /usr/libexec/locationd
  460   0.0 /System/Library/Frameworks/CoreMediaIO.framework/Resources/VDC.plugin/Contents/Resources/VDCAssistant
  455   0.0 /usr/libexec/nsurlsessiond
  458   0.0 /usr/libexec/mobileassetd
  453   0.0 /usr/libexec/apfsd
  461   0.0 /usr/libexec/biometrickitd
  456   0.0 /usr/libexec/nehelper
  454   0.0 /usr/libexec/lsd
  449   0.0 /usr/libexec/PowerUIAgent
  446   0.0 /usr/sbin/coreaudiod
  444   0.0 /usr/libexec/trustd
  443   0.0 /usr/libexec/runningboardd
  442   0.0 /System/Library/CoreServices/coreservicesd
  441   0.0 /usr/libexec/securityd_system
  439   0.0 /usr/libexec/fskitd
  417   0.0 /usr/sbin/distnoted
  405   0.0 /usr/libexec/timed
  383   0.0 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
  406   0.0 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd
  437   0.0 /usr/sbin/cfprefsd
  436   0.0 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  374   0.0 /usr/libexec/IOMFB_bics_daemon
  364   0.0 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
  410   0.0 /usr/libexec/nesessionmanager
  372   0.0 endpointsecurityd
  367   0.0 /usr/sbin/systemstats
  432   0.0 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
  425   0.0 /usr/libexec/usermanagerd
  422   0.0 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
  400   0.0 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
  396   0.0 /usr/libexec/coreduetd
  404   0.0 /System/Library/CoreServices/launchservicesd
  360   0.0 /usr/libexec/smd
  397   0.0 /usr/sbin/syslogd
  380   0.0 /usr/libexec/keybagd
  423   0.0 /usr/sbin/KernelEventAgent
  378   0.0 /usr/libexec/remoted
  415   0.0 /usr/libexec/corerepaird
  381   0.0 /usr/libexec/lightsoutmanagementd
  412   0.0 autofsd
  363   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
  389   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds
  413   0.0 /usr/libexec/dasd
  430   0.0 /usr/libexec/corebrightnessd
  403   0.0 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
  391   0.0 /usr/libexec/kernelmanagerd
  431   0.0 /usr/libexec/AirPlayXPCHelper
  376   0.0 /usr/libexec/amfid
  399   0.0 /usr/libexec/thermalmonitord
  385   0.0 /usr/libexec/watchdogd
  373   0.0 /System/Library/CoreServices/powerd.bundle/powerd
  407   0.0 /usr/sbin/securityd
  414   0.0 /System/Library/PrivateFrameworks/Heimdal.framework/Helpers/kdc
  429   0.0 /usr/libexec/sandboxd
  401   0.0 /usr/libexec/xprotectd
  421   0.0 /System/Library/CoreServices/logind
  428   0.0 /usr/sbin/notifyd
  392   0.0 /usr/libexec/diskarbitrationd
  371   0.0 /usr/libexec/configd
  361   0.0 /usr/libexec/UserEventAgent
82354   0.0 ps
    1   0.0 /sbin/launchd
82333   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
82332   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
82331   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82330   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82329   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82298   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82297   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82296   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82295   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82294   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82293   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82291   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82292   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82289   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82290   0.0 /System/Library/Frameworks/Contacts.framework/Support/contactsd
82181   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
