family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,direction,count,status,referenceNz,withoutBuoyancyError,minimumGamma,maximumSSHOverDepth
Aw_p,6.73791799162409e-12,6.30178817975291e-07,1.06920731059677e-05,2.0958767287349e-12,0.0140179175408073,0.332584445180643,exponential,0.1,901,vertical,129,assessed,257,1.92590538855062e-14,0.999744332254252,0.000255667745748444
Aw_m,6.73791799177391e-12,2.71027451387305e-07,2.48606477214194e-05,2.09587672905766e-12,0.0325937267351348,0.773307910544281,exponential,0.1,901,vertical,129,assessed,257,4.00799231577505e-14,0.999744332254252,0.000255667745748444
Aio,2.14252728571816e-21,1.78520765313402e-06,1.20015578129348e-15,2.27847618528926e-21,2.47646455064746e-12,1.27630877002626e-10,exponential,0.1,901,vertical,129,assessed,257,1.20015578129348e-15,0.999744332254252,0.000255667745748444
Amda,1.49076861085784e-19,8.75747377112191e-08,1.702281559522e-12,5.79237154171801e-19,8.31648516428039e-09,6.61420362419643e-07,exponential,0.1,901,vertical,129,assessed,257,1.702281559522e-12,0.999744332254252,0.000255667745748444
Ag_q,7.00915318643088e-23,3.54672655824905e-12,1.97623162409542e-11,7.57098823352662e-23,4.10971397613953e-08,2.13403939374156e-06,exponential,0.1,901,vertical,193,assessed,257,1.97623162409542e-11,0.999744332254252,0.000255667745748444
Ag_0,7.97379967552865e-19,9.83208244950423e-10,8.10998048122625e-10,1.10466272361677e-18,1.93452482362037e-06,0.000112352760034561,exponential,0.1,901,vertical,193,assessed,257,8.10998048122625e-10,0.999744332254252,0.000255667745748444
Aw_p,4.29155710247607e-12,6.30178817975291e-07,6.81006244586968e-06,2.0958767287349e-12,0.0101359068868696,0.332584445180643,exponential,0.1,901,vertical,193,assessed,257,2.43052007652529e-14,0.999744332254252,0.000255667745748444
Aw_m,4.29155710254945e-12,2.71027451387305e-07,1.58344000970467e-05,2.09587672905766e-12,0.0235674791440659,0.773307910544281,exponential,0.1,901,vertical,193,assessed,257,5.64128077551456e-14,0.999744332254252,0.000255667745748444
Aio,1.3648905721938e-21,1.78520765313402e-06,7.64555635753446e-16,2.27847618528926e-21,2.04086440535143e-12,1.27630877002626e-10,exponential,0.1,901,vertical,193,assessed,257,7.64555635753446e-16,0.999744332254252,0.000255667745748444
Amda,9.93648846340095e-20,8.75747377112191e-08,1.1346295430729e-12,5.79237154171801e-19,7.7488331543132e-09,6.61420362419643e-07,exponential,0.1,901,vertical,193,assessed,257,1.1346295430729e-12,0.999744332254252,0.000255667745748444
Ag_q,0,3.54672655824905e-12,0,7.57098823352662e-23,2.13403939374156e-08,2.13403939374156e-06,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Ag_0,0,9.83208244950423e-10,0,1.10466272361677e-18,1.12352760034561e-06,0.000112352760034561,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Aw_p,0,6.30178817975291e-07,0,2.0958767287349e-12,0.00332584445180643,0.332584445180643,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Aw_m,0,2.71027451387305e-07,0,2.09587672905766e-12,0.00773307910544281,0.773307910544281,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Aio,0,1.78520765313402e-06,0,2.27847618528926e-21,1.27630877002626e-12,1.27630877002626e-10,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Amda,0,8.75747377112191e-08,0,5.79237154171801e-19,6.61420362419643e-09,6.61420362419643e-07,exponential,0.1,901,vertical,257,assessed,257,0,0.999744332254252,0.000255667745748444
Ag_q,1.64649807231351e-18,4.10320443177069e-10,4.01271274607925e-09,7.30088427154325e-21,4.03049605153435e-06,1.77930848922089e-06,exponential,1,327,horizontal,8,assessed,257,4.01271274607925e-09,0.997289188706438,0.00271081129356212
Ag_0,8.3139427620123e-16,1.42843948845001e-07,5.8202974849384e-09,1.06659400755727e-16,6.5669822066306e-06,7.46684762438047e-05,exponential,1,327,horizontal,8,assessed,257,5.8202974849384e-09,0.997289188706438,0.00271081129356212
Aw_p,1.63525262996886e-10,0.000190178765602871,8.59850270236574e-07,4.98540882928032e-12,0.00088606459975223,0.00262143295201768,exponential,1,327,horizontal,8,assessed,257,3.01838731241918e-09,0.997289188706438,0.00271081129356212
Aw_m,1.63562573368853e-10,0.000119430400761138,1.36952210095971e-06,4.98540892547239e-12,0.00141126531619041,0.00417432152421687,exponential,1,327,horizontal,8,assessed,257,6.45036790362873e-09,0.997289188706438,0.00271081129356212
Aio,3.96934874276789e-20,0.00018103471252003,2.19258985611873e-16,5.31229796399005e-19,3.1536674700459e-12,2.93440848443524e-10,exponential,1,327,horizontal,8,assessed,257,2.19258985611873e-16,0.997289188706438,0.00271081129356212
Amda,2.12083315706879e-18,1.76022913017432e-05,1.20486198115512e-13,1.21200578554316e-16,7.00598629975891e-09,6.88550010165025e-07,exponential,1,327,horizontal,8,assessed,257,1.20486198115512e-13,0.997289188706438,0.00271081129356212
Ag_q,2.14912243250469e-23,4.10320443177069e-10,5.23766843266268e-14,7.30088427154325e-21,1.78454614488876e-08,1.77930848922089e-06,exponential,1,327,horizontal,12,assessed,257,5.23766843266268e-14,0.997190808417434,0.00280919158256622
Ag_0,4.41282377848853e-19,1.42843948845001e-07,3.08926196326093e-12,1.06659400755727e-16,7.49774024379681e-07,7.46684762438047e-05,exponential,1,327,horizontal,12,assessed,257,3.08926196326093e-12,0.997190808417434,0.00280919158256622
Aw_p,2.31668928252962e-11,0.000190178765602871,1.21816401278327e-07,4.98540882928032e-12,0.000148030730797863,0.00262143295201768,exponential,1,327,horizontal,12,assessed,257,7.44961721001424e-16,0.997190808417434,0.00280919158256622
Aw_m,2.31668928290182e-11,0.000119430400761138,1.93978188814355e-07,4.98540892547239e-12,0.0002357214040549,0.00417432152421687,exponential,1,327,horizontal,12,assessed,257,9.22974981999229e-16,0.997190808417434,0.00280919158256622
Aio,1.09526605490859e-19,0.00018103471252003,6.0500333867595e-16,5.31229796399005e-19,3.53941182310785e-12,2.93440848443524e-10,exponential,1,327,horizontal,12,assessed,257,6.0500333867595e-16,0.997190808417434,0.00280919158256622
Amda,4.34902218441288e-18,1.76022913017432e-05,2.47071367577139e-13,1.21200578554316e-16,7.13257146921335e-09,6.88550010165025e-07,exponential,1,327,horizontal,12,assessed,257,2.47071367577139e-13,0.997190808417434,0.00280919158256622
Ag_q,1.81663732047569e-23,4.10320443177069e-10,4.42736244484835e-14,7.30088427154325e-21,1.78373584087575e-08,1.77930848922089e-06,exponential,1,327,horizontal,16,assessed,257,4.42736244484835e-14,0.997194990925571,0.00280500907442885
Ag_0,3.21009624379972e-19,1.42843948845001e-07,2.24727492466829e-12,1.06659400755727e-16,7.48932037346982e-07,7.46684762438047e-05,exponential,1,327,horizontal,16,assessed,257,2.24727492466829e-12,0.997194990925571,0.00280500907442885
Aw_p,9.89170259541534e-12,0.000190178765602871,5.20126553774731e-08,4.98540882928032e-12,7.82269848973763e-05,0.00262143295201768,exponential,1,327,horizontal,16,assessed,257,8.58926036520231e-16,0.997194990925571,0.00280500907442885
Aw_m,9.89170259576874e-12,0.000119430400761138,8.28239923229618e-08,4.98540892547239e-12,0.000124567207564437,0.00417432152421687,exponential,1,327,horizontal,16,assessed,257,9.91392957740958e-16,0.997194990925571,0.00280500907442885
Aio,2.84521870050833e-20,0.00018103471252003,1.57164262085567e-16,5.31229796399005e-19,3.09157274651994e-12,2.93440848443524e-10,exponential,1,327,horizontal,16,assessed,257,1.57164262085567e-16,0.997194990925571,0.00280500907442885
Amda,7.25827667664533e-19,1.76022913017432e-05,4.12348401251974e-14,1.21200578554316e-16,6.9267349417731e-09,6.88550010165025e-07,exponential,1,327,horizontal,16,assessed,257,4.12348401251974e-14,0.997194990925571,0.00280500907442885
Ag_q,1.74887546992781e-23,4.10320443177069e-10,4.26221870981238e-14,7.30088427154325e-21,1.78357069754319e-08,1.77930848922089e-06,exponential,1,327,horizontal,24,assessed,257,4.26221870981238e-14,0.997178290057007,0.00282170994299324
Ag_0,3.1300918062019e-19,1.42843948845001e-07,2.19126664553242e-12,1.06659400755727e-16,7.48876029068239e-07,7.46684762438047e-05,exponential,1,327,horizontal,24,assessed,257,2.19126664553242e-12,0.997178290057007,0.00282170994299324
Aw_p,7.42970476116308e-12,0.000190178765602871,3.90669522836094e-08,4.98540882928032e-12,6.52812818035807e-05,0.00262143295201768,exponential,1,327,horizontal,24,assessed,257,9.8848715942219e-16,0.997178290057007,0.00282170994299324
Aw_m,7.42970476453629e-12,0.000119430400761138,6.22094937066801e-08,4.98540892547239e-12,0.000103952708948328,0.00417432152421687,exponential,1,327,horizontal,24,assessed,257,1.18610180087541e-15,0.997178290057007,0.00282170994299324
Aio,6.83110979613743e-20,0.00018103471252003,3.77337014600535e-16,5.31229796399005e-19,3.31174549903369e-12,2.93440848443524e-10,exponential,1,327,horizontal,24,assessed,257,3.77337014600535e-16,0.997178290057007,0.00282170994299324
Amda,3.60131674449896e-18,1.76022913017432e-05,2.04593634019811e-13,1.21200578554316e-16,7.09009373565843e-09,6.88550010165025e-07,exponential,1,327,horizontal,24,assessed,257,2.04593634019811e-13,0.997178290057007,0.00282170994299324
Ag_q,9.39961318355396e-24,4.10320443177069e-10,2.29079816515446e-14,7.30088427154325e-21,1.78159928180311e-08,1.77930848922089e-06,exponential,1,327,horizontal,32,assessed,257,2.29079816515446e-14,0.997183995707767,0.00281600429223301
Ag_0,1.95874701629307e-19,1.42843948845001e-07,1.37124955738831e-12,1.06659400755727e-16,7.48056011985835e-07,7.46684762438047e-05,exponential,1,327,horizontal,32,assessed,257,1.37124955738831e-12,0.997183995707767,0.00281600429223301
Aw_p,3.29795625335173e-12,0.000190178765602871,1.73413485091101e-08,4.98540882928032e-12,4.35556780291956e-05,0.00262143295201768,exponential,1,327,horizontal,32,assessed,257,5.15894826199987e-16,0.997183995707767,0.00281600429223301
Aw_m,3.29795625453074e-12,0.000119430400761138,2.76140432713333e-08,4.98540892547239e-12,6.93572585132708e-05,0.00417432152421687,exponential,1,327,horizontal,32,assessed,257,1.06752913245401e-15,0.997183995707767,0.00281600429223301
Aio,3.56666545663294e-20,0.00018103471252003,1.97015556131994e-16,5.31229796399005e-19,3.13142404056615e-12,2.93440848443524e-10,exponential,1,327,horizontal,32,assessed,257,1.97015556131994e-16,0.997183995707767,0.00281600429223301
Amda,6.62258439459839e-19,1.76022913017432e-05,3.76234223208347e-14,1.21200578554316e-16,6.92312352396894e-09,6.88550010165025e-07,exponential,1,327,horizontal,32,assessed,257,3.76234223208347e-14,0.997183995707767,0.00281600429223301
Ag_q,1.77238109053077e-23,4.10320443177069e-10,4.31950471881782e-14,7.30088427154325e-21,1.78362798341258e-08,1.77930848922089e-06,exponential,1,327,horizontal,48,assessed,257,4.31950471881782e-14,0.997178290057007,0.00282170994299324
Ag_0,2.7136406467339e-19,1.42843948845001e-07,1.89972390757585e-12,1.06659400755727e-16,7.48584486332323e-07,7.46684762438047e-05,exponential,1,327,horizontal,48,assessed,257,1.89972390757585e-12,0.997178290057007,0.00282170994299324
Aw_p,1.12820252936916e-12,0.000190178765602871,5.93232649182853e-09,4.98540882928032e-12,3.21466560119741e-05,0.00262143295201768,exponential,1,327,horizontal,48,assessed,257,6.73197601963812e-16,0.997178290057007,0.00282170994299324
Aw_m,1.12820252860227e-12,0.000119430400761138,9.44652719418308e-09,4.98540892547239e-12,5.11897424362727e-05,0.00417432152421687,exponential,1,327,horizontal,48,assessed,257,9.20189231351759e-16,0.997178290057007,0.00282170994299324
Aio,3.38515896140355e-20,0.00018103471252003,1.86989495786838e-16,5.31229796399005e-19,3.12139798022104e-12,2.93440848443524e-10,exponential,1,327,horizontal,48,assessed,257,1.86989495786838e-16,0.997178290057007,0.00282170994299324
Amda,1.89970059808903e-18,1.76022913017432e-05,1.0792348368311e-13,1.21200578554316e-16,6.99342358532722e-09,6.88550010165025e-07,exponential,1,327,horizontal,48,assessed,257,1.0792348368311e-13,0.997178290057007,0.00282170994299324
Ag_q,0,4.10320443177069e-10,0,7.30088427154325e-21,1.77930848922089e-08,1.77930848922089e-06,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Ag_0,0,1.42843948845001e-07,0,1.06659400755727e-16,7.46684762438047e-07,7.46684762438047e-05,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Aw_p,0,0.000190178765602871,0,4.98540882928032e-12,2.62143295201768e-05,0.00262143295201768,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Aw_m,0,0.000119430400761138,0,4.98540892547239e-12,4.17432152421687e-05,0.00417432152421687,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Aio,0,0.00018103471252003,0,5.31229796399005e-19,2.93440848443524e-12,2.93440848443524e-10,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Amda,0,1.76022913017432e-05,0,1.21200578554316e-16,6.88550010165025e-09,6.88550010165025e-07,exponential,1,327,horizontal,64,assessed,257,0,0.997177936034074,0.00282206396592614
Ag_q,3.552426775319e-13,4.10320443177069e-10,0.000865768897063214,7.30088427154325e-21,0.865766804879081,1.77930848922089e-06,exponential,1,327,vertical,9,rejected,257,0.000865768897063214,0.997177936034074,0.00282206396592614
Ag_0,4.12192372901918e-09,1.42843948845001e-07,0.0288561312001522,1.06659400755727e-16,28.8561317448254,7.46684762438047e-05,exponential,1,327,vertical,9,rejected,257,0.0288561312001522,0.997177936034074,0.00282206396592614
Aw_p,9.24553172049017e-08,0.000190178765602871,0.000486149528375665,4.98540882928032e-12,0.486175742702629,0.00262143295201768,exponential,1,327,vertical,9,rejected,257,0.000625242710772709,0.997177936034074,0.00282206396592614
Aw_m,1.00557513878665e-07,0.000119430400761138,0.000841975855710144,4.98540892547239e-12,0.842017598918337,0.00417432152421687,exponential,1,327,vertical,9,rejected,257,0.00106192997952903,0.997177936034074,0.00282206396592614
Aio,4.97751460761008e-08,0.00018103471252003,0.000274948076991553,5.31229796399005e-19,0.274948076992968,2.93440848443524e-10,exponential,1,327,vertical,9,rejected,257,0.000274948076991553,0.997177936034074,0.00282206396592614
Amda,3.19921432677018e-11,1.76022913017432e-05,1.81749879713294e-06,1.21200578554316e-16,0.00181750568252978,6.88550010165025e-07,exponential,1,327,vertical,9,rejected,257,1.81749879713294e-06,0.997177936034074,0.00282206396592614
Ag_q,1.58098638989116e-16,4.10320443177069e-10,3.85305293991629e-07,7.30088427154325e-21,0.00038532214804372,1.77930848922089e-06,exponential,1,327,vertical,13,assessed,257,3.85305293991629e-07,0.997177936034074,0.00282206396592614
Ag_0,1.8788153245052e-12,1.42843948845001e-07,1.3152922050229e-05,1.06659400755727e-16,0.0131536686429124,7.46684762438047e-05,exponential,1,327,vertical,13,assessed,257,1.3152922050229e-05,0.997177936034074,0.00282206396592614
Aw_p,3.43394652002294e-09,0.000190178765602871,1.8056413969968e-05,4.98540882928032e-12,0.0180826282993932,0.00262143295201768,exponential,1,327,vertical,13,assessed,257,1.91425117336593e-06,0.997177936034074,0.00282206396592614
Aw_m,3.43049953790273e-09,0.000119430400761138,2.87238384535254e-05,4.98540892547239e-12,0.0287655816685271,0.00417432152421687,exponential,1,327,vertical,13,assessed,257,2.17145875563675e-06,0.997177936034074,0.00282206396592614
Aio,8.45969635253401e-11,0.00018103471252003,4.67296919732895e-07,5.31229796399005e-19,0.000467296922664722,2.93440848443524e-10,exponential,1,327,vertical,13,assessed,257,4.67296919732895e-07,0.997177936034074,0.00282206396592614
Amda,3.05396526141472e-14,1.76022913017432e-05,1.73498166179779e-09,1.21200578554316e-16,1.74186716180087e-06,6.88550010165025e-07,exponential,1,327,vertical,13,assessed,257,1.73498166179779e-09,0.997177936034074,0.00282206396592614
Ag_q,2.42972429661603e-20,4.10320443177069e-10,5.92152873935045e-11,7.30088427154325e-21,7.70082279713267e-08,1.77930848922089e-06,exponential,1,327,vertical,17,assessed,257,5.92152873935045e-11,0.997177936034074,0.00282206396592614
Ag_0,3.00442875422103e-16,1.42843948845001e-07,2.10329438419622e-09,1.06659400755727e-16,2.84997913190984e-06,7.46684762438047e-05,exponential,1,327,vertical,17,assessed,257,2.10329438419622e-09,0.997177936034074,0.00282206396592614
Aw_p,1.63696516999435e-09,0.000190178765602871,8.60750759846997e-06,4.98540882928032e-12,0.00863372192794489,0.00262143295201768,exponential,1,327,vertical,17,assessed,257,2.61052433844535e-09,0.997177936034074,0.00282206396592614
Aw_m,1.63697712603098e-09,0.000119430400761138,1.37065363223971e-05,4.98540892547239e-12,0.0137482795375245,0.00417432152421687,exponential,1,327,vertical,17,assessed,257,2.60558439780873e-09,0.997177936034074,0.00282206396592614
Aio,5.70419705381483e-14,0.00018103471252003,3.15088580218211e-10,5.31229796399005e-19,3.15091514624955e-07,2.93440848443524e-10,exponential,1,327,vertical,17,assessed,257,3.15088580218211e-10,0.997177936034074,0.00282206396592614
Amda,3.31916215823927e-17,1.76022913017432e-05,1.88564210269067e-12,1.21200578554316e-16,8.77114220423379e-09,6.88550010165025e-07,exponential,1,327,vertical,17,assessed,257,1.88564210269067e-12,0.997177936034074,0.00282206396592614
Ag_q,6.58484458597385e-21,4.10320443177069e-10,1.6048053894142e-11,7.30088427154325e-21,3.38410996754193e-08,1.77930848922089e-06,exponential,1,327,vertical,25,assessed,257,1.6048053894142e-11,0.997177936034074,0.00282206396592614
Ag_0,7.56543220883785e-17,1.42843948845001e-07,5.29629170154561e-10,1.06659400755727e-16,1.27631392888486e-06,7.46684762438047e-05,exponential,1,327,vertical,25,assessed,257,5.29629170154561e-10,0.997177936034074,0.00282206396592614
Aw_p,1.96379073082903e-09,0.000190178765602871,1.03260252247604e-05,4.98540882928032e-12,0.0103522395542263,0.00262143295201768,exponential,1,327,vertical,25,assessed,257,6.51005161964537e-15,0.997177936034074,0.00282206396592614
Aw_m,1.96379073073405e-09,0.000119430400761138,1.64429719587198e-05,4.98540892547239e-12,0.0164847151738242,0.00417432152421687,exponential,1,327,vertical,25,assessed,257,1.23942491703422e-14,0.997177936034074,0.00282206396592614
Aio,7.40649694141329e-19,0.00018103471252003,4.09120264192085e-15,5.31229796399005e-19,7.02561112633349e-12,2.93440848443524e-10,exponential,1,327,vertical,25,assessed,257,4.09120264192085e-15,0.997177936034074,0.00282206396592614
Amda,1.29436250689736e-17,1.76022913017432e-05,7.35337510730306e-13,1.21200578554316e-16,7.62083761233878e-09,6.88550010165025e-07,exponential,1,327,vertical,25,assessed,257,7.35337510730306e-13,0.997177936034074,0.00282206396592614
Ag_q,6.5791083805548e-21,4.10320443177069e-10,1.60340740754066e-11,7.30088427154325e-21,3.38271198907543e-08,1.77930848922089e-06,exponential,1,327,vertical,33,assessed,257,1.60340740754066e-11,0.997177936034074,0.00282206396592614
Ag_0,7.5585935442588e-17,1.42843948845001e-07,5.29150419417526e-10,1.06659400755727e-16,1.27583517815118e-06,7.46684762438047e-05,exponential,1,327,vertical,33,assessed,257,5.29150419417526e-10,0.997177936034074,0.00282206396592614
Aw_p,1.46956823170136e-09,0.000190178765602871,7.72729924417587e-06,4.98540882928032e-12,0.00775351357365542,0.00262143295201768,exponential,1,327,vertical,33,assessed,257,8.10346370920916e-15,0.997177936034074,0.00282206396592614
Aw_m,1.46956823180705e-09,0.000119430400761138,1.2304808678874e-05,4.98540892547239e-12,0.0123465518940132,0.00417432152421687,exponential,1,327,vertical,33,assessed,257,9.00474318836752e-15,0.997177936034074,0.00282206396592614
Aio,5.93809853012158e-19,0.00018103471252003,3.28008835844925e-15,5.31229796399005e-19,6.21449684286637e-12,2.93440848443524e-10,exponential,1,327,vertical,33,assessed,257,3.28008835844925e-15,0.997177936034074,0.00282206396592614
Amda,1.28734964302074e-17,1.76022913017432e-05,7.31353447657833e-13,1.21200578554316e-16,7.61685354926653e-09,6.88550010165025e-07,exponential,1,327,vertical,33,assessed,257,7.31353447657833e-13,0.997177936034074,0.00282206396592614
Ag_q,6.61510955024324e-21,4.10320443177069e-10,1.61218132321732e-11,7.30088427154325e-21,3.39148588336906e-08,1.77930848922089e-06,exponential,1,327,vertical,49,assessed,257,1.61218132321732e-11,0.997177936034074,0.00282206396592614
Ag_0,7.60466431307433e-17,1.42843948845001e-07,5.32375671112683e-10,1.06659400755727e-16,1.27906042982376e-06,7.46684762438047e-05,exponential,1,327,vertical,49,assessed,257,5.32375671112683e-10,0.997177936034074,0.00282206396592614
Aw_p,6.22677716015093e-10,0.000190178765602871,3.27417056284487e-06,4.98540882928032e-12,0.00330038489234783,0.00262143295201768,exponential,1,327,vertical,49,assessed,257,6.76955885329999e-15,0.997177936034074,0.00282206396592614
Aw_m,6.22677715955011e-10,0.000119430400761138,5.21372876576353e-06,4.98540892547239e-12,0.00525547198096204,0.00417432152421687,exponential,1,327,vertical,49,assessed,257,6.15592027555567e-15,0.997177936034074,0.00282206396592614
Aio,3.37946959918542e-19,0.00018103471252003,1.86675226653646e-15,5.31229796399005e-19,4.80116075096138e-12,2.93440848443524e-10,exponential,1,327,vertical,49,assessed,257,1.86675226653646e-15,0.997177936034074,0.00282206396592614
Amda,1.26984946592414e-17,1.76022913017432e-05,7.21411459540148e-13,1.21200578554316e-16,7.60691156114941e-09,6.88550010165025e-07,exponential,1,327,vertical,49,assessed,257,7.21411459540148e-13,0.997177936034074,0.00282206396592614
Ag_q,6.55273464103137e-21,4.10320443177069e-10,1.59697981175255e-11,7.30088427154325e-21,3.3762844089521e-08,1.77930848922089e-06,exponential,1,327,vertical,65,assessed,257,1.59697981175255e-11,0.997177936034074,0.00282206396592614
Ag_0,7.53031847916721e-17,1.42843948845001e-07,5.27170982044069e-10,1.06659400755727e-16,1.27385574079158e-06,7.46684762438047e-05,exponential,1,327,vertical,65,assessed,257,5.27170982044069e-10,0.997177936034074,0.00282206396592614
Aw_p,3.44361655269121e-10,0.000190178765602871,1.81072610381862e-06,4.98540882928032e-12,0.00183694043332928,0.00262143295201768,exponential,1,327,vertical,65,assessed,257,8.59747158771096e-15,0.997177936034074,0.00282206396592614
Aw_m,3.44361655314299e-10,0.000119430400761138,2.88336682385439e-06,4.98540892547239e-12,0.00292511003907241,0.00417432152421687,exponential,1,327,vertical,65,assessed,257,5.42630083925238e-15,0.997177936034074,0.00282206396592614
Aio,2.94642929483981e-19,0.00018103471252003,1.62754935438904e-15,5.31229796399005e-19,4.56195783881529e-12,2.93440848443524e-10,exponential,1,327,vertical,65,assessed,257,1.62754935438904e-15,0.997177936034074,0.00282206396592614
Amda,1.18227228783358e-17,1.76022913017432e-05,6.7165817652188e-13,1.21200578554316e-16,7.55715827813397e-09,6.88550010165025e-07,exponential,1,327,vertical,65,assessed,257,6.7165817652188e-13,0.997177936034074,0.00282206396592614
Ag_q,6.58953674722426e-21,4.10320443177069e-10,1.60594892523564e-11,7.30088427154325e-21,3.38525350057644e-08,1.77930848922089e-06,exponential,1,327,vertical,97,assessed,257,1.60594892523564e-11,0.997177936034074,0.00282206396592614
Ag_0,7.59976679239447e-17,1.42843948845001e-07,5.32032812999374e-10,1.06659400755727e-16,1.27871757171285e-06,7.46684762438047e-05,exponential,1,327,vertical,97,assessed,257,5.32032812999374e-10,0.997177936034074,0.00282206396592614
Aw_p,1.25373639825766e-10,0.000190178765602871,6.59241001109295e-07,4.98540882928032e-12,0.000685455330626005,0.00262143295201768,exponential,1,327,vertical,97,assessed,257,5.87004106440189e-15,0.997177936034074,0.00282206396592614
Aw_m,1.2537363982957e-10,0.000119430400761138,1.0497632012499e-06,4.98540892547239e-12,0.00109150641648328,0.00417432152421687,exponential,1,327,vertical,97,assessed,257,9.66646350369592e-15,0.997177936034074,0.00282206396592614
Aio,2.3574093644807e-19,0.00018103471252003,1.30218637722303e-15,5.31229796399005e-19,4.23659486165107e-12,2.93440848443524e-10,exponential,1,327,vertical,97,assessed,257,1.30218637722303e-15,0.997177936034074,0.00282206396592614
Amda,1.4152415882648e-17,1.76022913017432e-05,8.04009866672666e-13,1.21200578554316e-16,7.68950996827724e-09,6.88550010165025e-07,exponential,1,327,vertical,97,assessed,257,8.04009866672666e-13,0.997177936034074,0.00282206396592614
Ag_q,7.65265005516608e-21,4.10320443177069e-10,1.86504235468075e-11,7.30088427154325e-21,3.64434629858141e-08,1.77930848922089e-06,exponential,1,327,vertical,129,assessed,257,1.86504235468075e-11,0.997177936034074,0.00282206396592614
Ag_0,8.80160642436316e-17,1.42843948845001e-07,6.16169357927349e-10,1.06659400755727e-16,1.36285411605181e-06,7.46684762438047e-05,exponential,1,327,vertical,129,assessed,257,6.16169357927349e-10,0.997177936034074,0.00282206396592614
Aw_p,5.83669456693638e-11,0.000190178765602871,3.0690569204369e-07,4.98540882928032e-12,0.000333120021562253,0.00262143295201768,exponential,1,327,vertical,129,assessed,257,4.89791037213353e-15,0.997177936034074,0.00282206396592614
Aw_m,5.83669456164401e-11,0.000119430400761138,4.88710958386338e-07,4.98540892547239e-12,0.000530454173624415,0.00417432152421687,exponential,1,327,vertical,129,assessed,257,8.23269481382442e-15,0.997177936034074,0.00282206396592614
Aio,3.24419055286152e-19,0.00018103471252003,1.79202679292933e-15,5.31229796399005e-19,4.72643527735467e-12,2.93440848443524e-10,exponential,1,327,vertical,129,assessed,257,1.79202679292933e-15,0.997177936034074,0.00282206396592614
Amda,1.74023552895501e-17,1.76022913017432e-05,9.88641478045911e-13,1.21200578554316e-16,7.87414157963999e-09,6.88550010165025e-07,exponential,1,327,vertical,129,assessed,257,9.88641478045911e-13,0.997177936034074,0.00282206396592614
Ag_q,6.95713220222033e-21,4.10320443177069e-10,1.69553633456622e-11,7.30088427154325e-21,3.47484069157232e-08,1.77930848922089e-06,exponential,1,327,vertical,193,assessed,257,1.69553633456622e-11,0.997177936034074,0.00282206396592614
Ag_0,7.90493538138911e-17,1.42843948845001e-07,5.53396587346286e-10,1.06659400755727e-16,1.3000813459102e-06,7.46684762438047e-05,exponential,1,327,vertical,193,assessed,257,5.53396587346286e-10,0.997177936034074,0.00282206396592614
Aw_p,1.80510484007178e-11,0.000190178765602871,9.49162139290137e-08,4.98540882928032e-12,0.000121130543448691,0.00262143295201768,exponential,1,327,vertical,193,assessed,257,8.68947194181997e-15,0.997177936034074,0.00282206396592614
Aw_m,1.80510484773665e-11,0.000119430400761138,1.51142827641253e-07,4.98540892547239e-12,0.000192886042882157,0.00417432152421687,exponential,1,327,vertical,193,assessed,257,1.46988927410959e-14,0.997177936034074,0.00282206396592614
Aio,1.74508239939096e-19,0.00018103471252003,9.63949054354911e-16,5.31229796399005e-19,3.89835753878483e-12,2.93440848443524e-10,exponential,1,327,vertical,193,assessed,257,9.63949054354911e-16,0.997177936034074,0.00282206396592614
Amda,1.12783179628908e-17,1.76022913017432e-05,6.40730105504722e-13,1.21200578554316e-16,7.52623020711857e-09,6.88550010165025e-07,exponential,1,327,vertical,193,assessed,257,6.40730105504722e-13,0.997177936034074,0.00282206396592614
Ag_q,0,4.10320443177069e-10,0,7.30088427154325e-21,1.77930848922089e-08,1.77930848922089e-06,exponential,1,327,vertical,257,assessed,257,0,0.997177936034074,0.00282206396592614
Ag_0,0,1.42843948845001e-07,0,1.06659400755727e-16,7.46684762438047e-07,7.46684762438047e-05,exponential,1,327,vertical,257,assessed,257,0,0.997177936034074,0.00282206396592614
Aw_p,0,0.000190178765602871,0,4.98540882928032e-12,2.62143295201768e-05,0.00262143295201768,exponential,1,327,vertical,257,assessed,257,0,0.997177936034074,0.00282206396592614
Aw_m,0,0.000119430400761138,0,4.98540892547239e-12,4.17432152421687e-05,0.00417432152421687,exponential,1,327,vertical,257,assessed,257,0,0.997177936034074,0.00282206396592614
