profile,amplitude,time,direction,count,field,absoluteError,referenceNorm
exponential,1,327,horizontal,8,v,1.96458843323526e-13,0.000100488615327649
exponential,1,327,horizontal,8,w,8.12541162116621e-06,0.00114759386892928
exponential,1,327,horizontal,8,eta,2.65197193405649e-12,0.00348466817665115
exponential,1,327,horizontal,12,u,2.47129115387025e-17,0.000168688486940628
exponential,1,327,horizontal,12,v,1.24605119197808e-17,0.000100488615327649
exponential,1,327,horizontal,12,w,2.64066093118652e-06,0.00114759386892928
exponential,1,327,horizontal,12,eta,1.41950322199734e-16,0.00348466817665115
exponential,1,327,horizontal,16,u,2.27128120327332e-17,0.000168688486940628
exponential,1,327,horizontal,16,v,9.90056203835167e-18,0.000100488615327649
exponential,1,327,horizontal,16,w,1.10082498314476e-06,0.00114759386892928
exponential,1,327,horizontal,16,eta,9.99402491704507e-17,0.00348466817665115
exponential,1,327,horizontal,24,u,1.907603817831e-17,0.000168688486940628
exponential,1,327,horizontal,24,v,9.74151754456474e-18,0.000100488615327649
exponential,1,327,horizontal,24,w,3.47507786821407e-07,0.00114759386892928
exponential,1,327,horizontal,24,eta,1.10543205303861e-16,0.00348466817665115
exponential,1,327,horizontal,32,u,1.1334205399982e-17,0.000168688486940628
exponential,1,327,horizontal,32,v,3.47106979486614e-18,0.000100488615327649
exponential,1,327,horizontal,32,w,1.5364195236142e-07,0.00114759386892928
exponential,1,327,horizontal,32,eta,5.32963763719622e-17,0.00348466817665115
exponential,1,327,horizontal,48,u,2.27528851981301e-17,0.000168688486940628
exponential,1,327,horizontal,48,v,1.16161637326705e-17,0.000100488615327649
exponential,1,327,horizontal,48,w,6.55358478047423e-08,0.00114759386892928
exponential,1,327,horizontal,48,eta,9.94730650276096e-17,0.00348466817665115
exponential,1,327,horizontal,64,u,0,0.000168688486940628
exponential,1,327,horizontal,64,v,0,0.000100488615327649
exponential,1,327,horizontal,64,w,0,0.00114759386892928
exponential,1,327,horizontal,64,eta,0,0.00348466817665115
exponential,1,327,vertical,9,u,1.03409443787769e-07,0.000168688486940628
exponential,1,327,vertical,9,v,1.05369191212169e-07,0.000100488615327649
exponential,1,327,vertical,9,w,0.000277699395309309,0.00114759386892928
exponential,1,327,vertical,9,eta,8.7274698437776e-06,0.00348466817665115
exponential,1,327,vertical,13,u,5.6457241850261e-11,0.000168688486940628
exponential,1,327,vertical,13,v,5.7413648290423e-11,0.000100488615327649
exponential,1,327,vertical,13,w,0.000190297259166943,0.00114759386892928
exponential,1,327,vertical,13,eta,3.77704085850319e-09,0.00348466817665115
exponential,1,327,vertical,17,u,7.90067791108718e-15,0.000168688486940628
exponential,1,327,vertical,17,v,8.11844733114835e-15,0.000100488615327649
exponential,1,327,vertical,17,w,0.000133572427414912,0.00114759386892928
exponential,1,327,vertical,17,eta,4.35821426600629e-13,0.00348466817665115
exponential,1,327,vertical,25,u,8.14664738779015e-16,0.000168688486940628
exponential,1,327,vertical,25,v,2.53469132377585e-16,0.000100488615327649
exponential,1,327,vertical,25,w,7.23843458833959e-05,0.00114759386892928
exponential,1,327,vertical,25,eta,3.42824806349197e-14,0.00348466817665115
exponential,1,327,vertical,33,u,7.85928319687172e-16,0.000168688486940628
exponential,1,327,vertical,33,v,2.49186225053957e-16,0.000100488615327649
exponential,1,327,vertical,33,w,3.82491508661413e-05,0.00114759386892928
exponential,1,327,vertical,33,eta,3.42565486887149e-14,0.00348466817665115
exponential,1,327,vertical,49,u,7.25648213522411e-16,0.000168688486940628
exponential,1,327,vertical,49,v,2.37955788928078e-16,0.000100488615327649
exponential,1,327,vertical,49,w,1.78019961672782e-05,0.00114759386892928
exponential,1,327,vertical,49,eta,3.4431476605934e-14,0.00348466817665115
exponential,1,327,vertical,65,u,5.88785178001505e-16,0.000168688486940628
exponential,1,327,vertical,65,v,2.23536630151817e-16,0.000100488615327649
exponential,1,327,vertical,65,w,1.02918077640994e-05,0.00114759386892928
exponential,1,327,vertical,65,eta,3.41584964984811e-14,0.00348466817665115
exponential,1,327,vertical,97,u,2.21683410049103e-16,0.000168688486940628
exponential,1,327,vertical,97,v,1.87520717273558e-16,0.000100488615327649
exponential,1,327,vertical,97,w,4.64206635677642e-06,0.00114759386892928
exponential,1,327,vertical,97,eta,3.44497771610532e-14,0.00348466817665115
exponential,1,327,vertical,129,u,1.79293558919285e-16,0.000168688486940628
exponential,1,327,vertical,129,v,1.88304283208267e-16,0.000100488615327649
exponential,1,327,vertical,129,w,2.65169364962209e-06,0.00114759386892928
exponential,1,327,vertical,129,eta,3.93158744683007e-14,0.00348466817665115
exponential,1,327,vertical,193,u,1.86743329867832e-16,0.000168688486940628
exponential,1,327,vertical,193,v,2.1682077750816e-16,0.000100488615327649
exponential,1,327,vertical,193,w,1.09216033411786e-06,0.00114759386892928
exponential,1,327,vertical,193,eta,3.55769745515878e-14,0.00348466817665115
exponential,1,327,vertical,257,u,0,0.000168688486940628
exponential,1,327,vertical,257,v,0,0.000100488615327649
exponential,1,327,vertical,257,w,0,0.00114759386892928
exponential,1,327,vertical,257,eta,0,0.00348466817665115
exponential,1,901,horizontal,8,u,2.36655249550948e-13,0.000123625277483495
exponential,1,901,horizontal,8,v,1.05625973012947e-13,8.95063947530669e-05
exponential,1,901,horizontal,8,w,6.56338120445652e-06,0.00106834325348345
exponential,1,901,horizontal,8,eta,1.77953789300145e-12,0.00263536699355355
exponential,1,901,horizontal,12,u,1.876664790618e-17,0.000123625277483495
exponential,1,901,horizontal,12,v,1.53889814069293e-17,8.95063947530669e-05
exponential,1,901,horizontal,12,w,2.14611052916491e-06,0.00106834325348345
exponential,1,901,horizontal,12,eta,1.62968633186926e-16,0.00263536699355355
exponential,1,901,horizontal,16,u,8.85327550922019e-18,0.000123625277483495
exponential,1,901,horizontal,16,v,8.80295801076422e-18,8.95063947530669e-05
exponential,1,901,horizontal,16,w,7.05521053610806e-07,0.00106834325348345
exponential,1,901,horizontal,16,eta,8.56861798640923e-17,0.00263536699355355
exponential,1,901,horizontal,24,u,1.71490622823711e-17,0.000123625277483495
exponential,1,901,horizontal,24,v,1.55422156222318e-17,8.95063947530669e-05
exponential,1,901,horizontal,24,w,2.74849807423747e-07,0.00106834325348345
exponential,1,901,horizontal,24,eta,1.5259346807956e-16,0.00263536699355355
exponential,1,901,horizontal,32,u,4.83215155859213e-18,0.000123625277483495
exponential,1,901,horizontal,32,v,9.30532207715632e-18,8.95063947530669e-05
exponential,1,901,horizontal,32,w,1.16443928517827e-07,0.00106834325348345
exponential,1,901,horizontal,32,eta,7.27206802697928e-17,0.00263536699355355
exponential,1,901,horizontal,48,u,1.51315074382736e-17,0.000123625277483495
exponential,1,901,horizontal,48,v,1.00492449174067e-17,8.95063947530669e-05
exponential,1,901,horizontal,48,w,4.70473492095888e-08,0.00106834325348345
exponential,1,901,horizontal,48,eta,1.24863957116802e-16,0.00263536699355355
exponential,1,901,horizontal,64,u,0,0.000123625277483495
exponential,1,901,horizontal,64,v,0,8.95063947530669e-05
exponential,1,901,horizontal,64,w,0,0.00106834325348345
exponential,1,901,horizontal,64,eta,0,0.00263536699355355
exponential,1,901,vertical,9,u,1.03594806558268e-07,0.000123625277483495
exponential,1,901,vertical,9,v,1.0538043054983e-07,8.95063947530669e-05
exponential,1,901,vertical,9,w,0.00025037896930529,0.00106834325348345
exponential,1,901,vertical,9,eta,8.72847724626237e-06,0.00263536699355355
exponential,1,901,vertical,13,u,5.64793221770396e-11,0.000123625277483495
exponential,1,901,vertical,13,v,5.74091585804616e-11,8.95063947530669e-05
exponential,1,901,vertical,13,w,0.000173951575226571,0.00106834325348345
exponential,1,901,vertical,13,eta,3.77796529545677e-09,0.00263536699355355
exponential,1,901,vertical,17,u,8.3418978047706e-15,0.000123625277483495
exponential,1,901,vertical,17,v,8.14701701830034e-15,8.95063947530669e-05
exponential,1,901,vertical,17,w,0.000124198587600389,0.00106834325348345
exponential,1,901,vertical,17,eta,4.37463648885682e-13,0.00263536699355355
exponential,1,901,vertical,25,u,1.05478636342214e-15,0.000123625277483495
exponential,1,901,vertical,25,v,4.83380200524157e-16,8.95063947530669e-05
exponential,1,901,vertical,25,w,6.74774314452231e-05,0.00106834325348345
exponential,1,901,vertical,25,eta,3.47252547891934e-14,0.00263536699355355
exponential,1,901,vertical,33,u,1.02840973917339e-15,0.000123625277483495
exponential,1,901,vertical,33,v,4.71171425490558e-16,8.95063947530669e-05
exponential,1,901,vertical,33,w,3.8160265007453e-05,0.00106834325348345
exponential,1,901,vertical,33,eta,3.46987817815302e-14,0.00263536699355355
exponential,1,901,vertical,49,u,9.77935336527893e-16,0.000123625277483495
exponential,1,901,vertical,49,v,4.47821320024448e-16,8.95063947530669e-05
exponential,1,901,vertical,49,w,1.61324064058985e-05,0.00106834325348345
exponential,1,901,vertical,49,eta,3.48675167722813e-14,0.00263536699355355
exponential,1,901,vertical,65,u,8.4592232560079e-16,0.000123625277483495
exponential,1,901,vertical,65,v,3.89604220244318e-16,8.95063947530669e-05
exponential,1,901,vertical,65,w,9.64206333251697e-06,0.00106834325348345
exponential,1,901,vertical,65,eta,3.45912424686153e-14,0.00263536699355355
exponential,1,901,vertical,97,u,4.53764050683701e-16,0.000123625277483495
exponential,1,901,vertical,97,v,2.34294732133904e-16,8.95063947530669e-05
exponential,1,901,vertical,97,w,4.31283394520722e-06,0.00106834325348345
exponential,1,901,vertical,97,eta,3.49311769535535e-14,0.00263536699355355
exponential,1,901,vertical,129,u,2.87672619754087e-16,0.000123625277483495
exponential,1,901,vertical,129,v,2.15866509761493e-16,8.95063947530669e-05
exponential,1,901,vertical,129,w,2.32000027219296e-06,0.00106834325348345
exponential,1,901,vertical,129,eta,3.98586162168967e-14,0.00263536699355355
exponential,1,901,vertical,193,u,2.76959817151942e-16,0.000123625277483495
exponential,1,901,vertical,193,v,2.25352705539202e-16,8.95063947530669e-05
exponential,1,901,vertical,193,w,9.04059697996272e-07,0.00106834325348345
exponential,1,901,vertical,193,eta,3.59444536969742e-14,0.00263536699355355
exponential,1,901,vertical,257,u,0,0.000123625277483495
exponential,1,901,vertical,257,v,0,8.95063947530669e-05
exponential,1,901,vertical,257,w,0,0.00106834325348345
exponential,1,901,vertical,257,eta,0,0.00263536699355355
