family,absoluteError,referenceNorm,relativeError,referenceChange,allowanceFraction,referenceFraction,profile,amplitude,time,count,order,status
Ag_0,1.35603534777627e-20,2.59124698850582e-10,5.23313815236961e-11,4.12926073358552e-20,2.11684757848921e-07,1.59353578278878e-05,constant,0.1,327,65,16,assessed
Aw_p,4.5888850848617e-21,7.03495331473591e-07,6.52297873142881e-15,9.26383061927208e-17,1.31689423939829e-07,1.31682900961107e-05,constant,0.1,327,65,16,assessed
Aw_m,3.03487195141755e-21,3.58376443753378e-07,8.46839128049957e-15,9.26383060146435e-17,2.58502873843585e-07,2.58494405452328e-05,constant,0.1,327,65,16,assessed
Aio,5.33200682291503e-22,6.07381962827542e-07,8.77867165842886e-16,1.10862438594999e-21,2.70311791594073e-12,1.82525075154318e-10,constant,0.1,327,65,16,assessed
Amda,2.31414385171891e-20,1.42893612471529e-07,1.61948726167168e-13,1.61939576770966e-19,1.29523644053575e-09,1.13328771550193e-07,constant,0.1,327,65,16,assessed
Ag_q,7.35899147622843e-16,1.86026284307038e-12,0.000395588800993432,3.64720821016775e-24,0.395376265104018,1.95953420751216e-07,constant,0.1,901,9,0,rejected
Ag_0,8.68294471664291e-12,2.85651752132563e-10,0.0303969594158603,4.31583502118887e-20,30.3968531546714,1.51086764925899e-05,constant,0.1,901,9,0,rejected
Aw_p,1.68430150664704e-09,6.9990634567299e-07,0.0024064669752744,3.43478476390103e-16,2.40646746258532,4.90749195264239e-05,constant,0.1,901,9,0,rejected
Aw_m,1.72558320256326e-09,3.5463533414609e-07,0.00486579603444819,3.43478476658239e-16,4.86579698926754,9.68539913025713e-05,constant,0.1,901,9,0,rejected
Aio,1.65592821608435e-10,5.86099703415919e-07,0.000282533535921147,1.79309883638491e-21,0.282533535442149,3.05937509074813e-10,constant,0.1,901,9,0,rejected
Amda,1.18425679622133e-11,7.84022806762225e-08,0.000151048768735689,6.05192311851573e-20,0.151048767581009,7.7190650439337e-08,constant,0.1,901,9,0,rejected
Ag_q,7.35899147622843e-16,1.86026284307038e-12,0.000395588800993432,3.64720821016775e-24,0.395376265104018,1.95953420751216e-07,constant,0.1,901,9,8,rejected
Ag_0,8.68294471664291e-12,2.85651752132563e-10,0.0303969594158603,4.31583502118887e-20,30.3968531546714,1.51086764925899e-05,constant,0.1,901,9,8,rejected
Aw_p,3.95954410397197e-10,6.9990634567299e-07,0.000565724847110037,3.43478476390103e-16,0.565725337050946,4.90749195264239e-05,constant,0.1,901,9,8,rejected
Aw_m,5.42984076329871e-10,3.5463533414609e-07,0.00153110540334988,3.43478476658239e-16,1.53110636757239,9.68539913025713e-05,constant,0.1,901,9,8,rejected
Aio,1.65592821608435e-10,5.86099703415919e-07,0.000282533535921147,1.79309883638491e-21,0.282533535442149,3.05937509074813e-10,constant,0.1,901,9,8,rejected
Amda,1.18425679622133e-11,7.84022806762225e-08,0.000151048768735689,6.05192311851573e-20,0.151048767581009,7.7190650439337e-08,constant,0.1,901,9,8,rejected
Ag_q,7.35899147622843e-16,1.86026284307038e-12,0.000395588800993432,3.64720821016775e-24,0.395376265104018,1.95953420751216e-07,constant,0.1,901,9,16,rejected
Ag_0,8.68294471664291e-12,2.85651752132563e-10,0.0303969594158603,4.31583502118887e-20,30.3968531546714,1.51086764925899e-05,constant,0.1,901,9,16,rejected
Aw_p,3.95954410397197e-10,6.9990634567299e-07,0.000565724847110037,3.43478476390103e-16,0.565725337050946,4.90749195264239e-05,constant,0.1,901,9,16,rejected
Aw_m,5.42984076329871e-10,3.5463533414609e-07,0.00153110540334988,3.43478476658239e-16,1.53110636757239,9.68539913025713e-05,constant,0.1,901,9,16,rejected
Aio,1.65592821608435e-10,5.86099703415919e-07,0.000282533535921147,1.79309883638491e-21,0.282533535442149,3.05937509074813e-10,constant,0.1,901,9,16,rejected
Amda,1.18425679622133e-11,7.84022806762225e-08,0.000151048768735689,6.05192311851573e-20,0.151048767581009,7.7190650439337e-08,constant,0.1,901,9,16,rejected
Ag_q,3.05420155105075e-19,1.86026284307038e-12,1.64181183450924e-07,3.64720821016775e-24,0.00016409493342136,1.95953420751216e-07,constant,0.1,901,13,0,rejected
Ag_0,4.0174981139491e-15,2.85651752132563e-10,1.40643216222412e-05,4.31583502118887e-20,0.0140644234732767,1.51086764925899e-05,constant,0.1,901,13,0,rejected
Aw_p,7.0824127554901e-10,6.9990634567299e-07,0.00101190863595901,3.43478476390103e-16,1.01190912526243,4.90749195264239e-05,constant,0.1,901,13,0,rejected
Aw_m,7.08243020566645e-10,3.5463533414609e-07,0.00199710224101609,3.43478476658239e-16,1.99710320392457,9.68539913025713e-05,constant,0.1,901,13,0,rejected
Aio,2.76383959118046e-13,5.86099703415919e-07,4.71564748296611e-07,1.79309883638491e-21,0.000471564750551405,3.05937509074813e-10,constant,0.1,901,13,0,rejected
Amda,6.51858392070663e-15,7.84022806762225e-08,8.31427844251928e-08,6.05192311851573e-20,8.31435552712333e-05,7.7190650439337e-08,constant,0.1,901,13,0,rejected
Ag_q,3.05420155105075e-19,1.86026284307038e-12,1.64181183450924e-07,3.64720821016775e-24,0.00016409493342136,1.95953420751216e-07,constant,0.1,901,13,8,assessed
Ag_0,4.0174981139491e-15,2.85651752132563e-10,1.40643216222412e-05,4.31583502118887e-20,0.0140644234732767,1.51086764925899e-05,constant,0.1,901,13,8,assessed
Aw_p,6.06745361175813e-13,6.9990634567299e-07,8.66895070928956e-07,3.43478476390103e-16,0.000867385818885633,4.90749195264239e-05,constant,0.1,901,13,8,assessed
Aw_m,8.34838274221342e-13,3.5463533414609e-07,2.3540752819555e-06,3.43478476658239e-16,0.00235504381523051,9.68539913025713e-05,constant,0.1,901,13,8,assessed
Aio,2.76383959118046e-13,5.86099703415919e-07,4.71564748296611e-07,1.79309883638491e-21,0.000471564750551405,3.05937509074813e-10,constant,0.1,901,13,8,assessed
Amda,6.51858392070663e-15,7.84022806762225e-08,8.31427844251928e-08,6.05192311851573e-20,8.31435552712333e-05,7.7190650439337e-08,constant,0.1,901,13,8,assessed
Ag_q,3.05420155105075e-19,1.86026284307038e-12,1.64181183450924e-07,3.64720821016775e-24,0.00016409493342136,1.95953420751216e-07,constant,0.1,901,13,16,assessed
Ag_0,4.0174981139491e-15,2.85651752132563e-10,1.40643216222412e-05,4.31583502118887e-20,0.0140644234732767,1.51086764925899e-05,constant,0.1,901,13,16,assessed
Aw_p,6.06745361175833e-13,6.9990634567299e-07,8.66895070928984e-07,3.43478476390103e-16,0.00086738581888566,4.90749195264239e-05,constant,0.1,901,13,16,assessed
Aw_m,8.34838274221342e-13,3.5463533414609e-07,2.3540752819555e-06,3.43478476658239e-16,0.00235504381523051,9.68539913025713e-05,constant,0.1,901,13,16,assessed
Aio,2.76383959118046e-13,5.86099703415919e-07,4.71564748296611e-07,1.79309883638491e-21,0.000471564750551405,3.05937509074813e-10,constant,0.1,901,13,16,assessed
Amda,6.51858392070663e-15,7.84022806762225e-08,8.31427844251928e-08,6.05192311851573e-20,8.31435552712333e-05,7.7190650439337e-08,constant,0.1,901,13,16,assessed
Ag_q,4.36264153534629e-23,1.86026284307038e-12,2.34517479699037e-11,3.64720821016775e-24,2.53986822654489e-08,1.95953420751216e-07,constant,0.1,901,17,0,rejected
Ag_0,1.64622518164414e-18,2.85651752132563e-10,5.76304948019425e-09,4.31583502118887e-20,5.91411607010192e-06,1.51086764925899e-05,constant,0.1,901,17,0,rejected
Aw_p,3.87939423405815e-10,6.9990634567299e-07,0.000554273333574072,3.43478476390103e-16,0.554273823531343,4.90749195264239e-05,constant,0.1,901,17,0,rejected
Aw_m,3.87939424472845e-10,3.5463533414609e-07,0.00109391080673601,3.43478476658239e-16,1.09391177219132,9.68539913025713e-05,constant,0.1,901,17,0,rejected
Aio,1.82850385393877e-16,5.86099703415919e-07,3.11978293672875e-10,1.79309883638491e-21,3.1198135251567e-07,3.05937509074813e-10,constant,0.1,901,17,0,rejected
Amda,1.32028663584274e-17,7.84022806762225e-08,1.68399008862398e-10,6.05192311851573e-20,1.69170913218907e-07,7.7190650439337e-08,constant,0.1,901,17,0,rejected
Ag_q,4.36264153534629e-23,1.86026284307038e-12,2.34517479699037e-11,3.64720821016775e-24,2.53986822654489e-08,1.95953420751216e-07,constant,0.1,901,17,8,assessed
Ag_0,1.64622518164414e-18,2.85651752132563e-10,5.76304948019425e-09,4.31583502118887e-20,5.91411607010192e-06,1.51086764925899e-05,constant,0.1,901,17,8,assessed
Aw_p,3.95625119116365e-16,6.9990634567299e-07,5.65254368048276e-10,3.43478476390103e-16,1.0560035625049e-06,4.90749195264239e-05,constant,0.1,901,17,8,assessed
Aw_m,5.41059816791748e-16,3.5463533414609e-07,1.52567938018511e-09,3.43478476658239e-16,2.49421928890872e-06,9.68539913025713e-05,constant,0.1,901,17,8,assessed
Aio,1.82850385393877e-16,5.86099703415919e-07,3.11978293672875e-10,1.79309883638491e-21,3.1198135251567e-07,3.05937509074813e-10,constant,0.1,901,17,8,assessed
Amda,1.32028663584274e-17,7.84022806762225e-08,1.68399008862398e-10,6.05192311851573e-20,1.69170913218907e-07,7.7190650439337e-08,constant,0.1,901,17,8,assessed
Ag_q,4.36264153534629e-23,1.86026284307038e-12,2.34517479699037e-11,3.64720821016775e-24,2.53986822654489e-08,1.95953420751216e-07,constant,0.1,901,17,16,assessed
Ag_0,1.64622518164414e-18,2.85651752132563e-10,5.76304948019425e-09,4.31583502118887e-20,5.91411607010192e-06,1.51086764925899e-05,constant,0.1,901,17,16,assessed
Aw_p,3.9562511913595e-16,6.9990634567299e-07,5.6525436807626e-10,3.43478476390103e-16,1.05600356253288e-06,4.90749195264239e-05,constant,0.1,901,17,16,assessed
Aw_m,5.41059816791471e-16,3.5463533414609e-07,1.52567938018433e-09,3.43478476658239e-16,2.49421928890794e-06,9.68539913025713e-05,constant,0.1,901,17,16,assessed
Aio,1.82850385393877e-16,5.86099703415919e-07,3.11978293672875e-10,1.79309883638491e-21,3.1198135251567e-07,3.05937509074813e-10,constant,0.1,901,17,16,assessed
Amda,1.32028663584274e-17,7.84022806762225e-08,1.68399008862398e-10,6.05192311851573e-20,1.69170913218907e-07,7.7190650439337e-08,constant,0.1,901,17,16,assessed
Ag_q,9.72318105769014e-25,1.86026284307038e-12,5.22677808348951e-13,3.64720821016775e-24,2.48193119694814e-09,1.95953420751216e-07,constant,0.1,901,25,0,assessed
Ag_0,1.33919979981131e-20,2.85651752132563e-10,4.68822539968117e-11,4.31583502118887e-20,1.97968854799475e-07,1.51086764925899e-05,constant,0.1,901,25,0,assessed
Aw_p,1.60525396442318e-10,6.9990634567299e-07,0.000229352680447504,3.43478476390103e-16,0.229353170869009,4.90749195264239e-05,constant,0.1,901,25,0,assessed
Aw_m,1.60525396442337e-10,3.5463533414609e-07,0.000452649189142019,3.43478476658239e-16,0.452650156405553,9.68539913025713e-05,constant,0.1,901,25,0,assessed
Aio,3.44115471450765e-22,5.86099703415919e-07,5.87127871666175e-16,1.79309883638491e-21,3.64650296141255e-12,3.05937509074813e-10,constant,0.1,901,25,0,assessed
Amda,1.75519901507163e-20,7.84022806762225e-08,2.23870912929188e-13,6.05192311851573e-20,9.95777414467144e-10,7.7190650439337e-08,constant,0.1,901,25,0,assessed
Ag_q,9.72318105769014e-25,1.86026284307038e-12,5.22677808348951e-13,3.64720821016775e-24,2.48193119694814e-09,1.95953420751216e-07,constant,0.1,901,25,8,assessed
Ag_0,1.33919979981131e-20,2.85651752132563e-10,4.68822539968117e-11,4.31583502118887e-20,1.97968854799475e-07,1.51086764925899e-05,constant,0.1,901,25,8,assessed
Aw_p,6.30104969311872e-21,6.9990634567299e-07,9.00270405043976e-15,3.43478476390103e-16,4.90758197968276e-07,4.90749195264239e-05,constant,0.1,901,25,8,assessed
Aw_m,6.01914953011678e-21,3.5463533414609e-07,1.69727857056602e-14,3.43478476658239e-16,9.68556885811371e-07,9.68539913025713e-05,constant,0.1,901,25,8,assessed
Aio,3.44115471450765e-22,5.86099703415919e-07,5.87127871666175e-16,1.79309883638491e-21,3.64650296141255e-12,3.05937509074813e-10,constant,0.1,901,25,8,assessed
Amda,1.75519901507163e-20,7.84022806762225e-08,2.23870912929188e-13,6.05192311851573e-20,9.95777414467144e-10,7.7190650439337e-08,constant,0.1,901,25,8,assessed
Ag_q,9.72318105769014e-25,1.86026284307038e-12,5.22677808348951e-13,3.64720821016775e-24,2.48193119694814e-09,1.95953420751216e-07,constant,0.1,901,25,16,assessed
Ag_0,1.33919979981131e-20,2.85651752132563e-10,4.68822539968117e-11,4.31583502118887e-20,1.97968854799475e-07,1.51086764925899e-05,constant,0.1,901,25,16,assessed
Aw_p,6.30107248941307e-21,6.9990634567299e-07,9.00273662093221e-15,3.43478476390103e-16,4.90758198000847e-07,4.90749195264239e-05,constant,0.1,901,25,16,assessed
Aw_m,6.01913534548545e-21,3.5463533414609e-07,1.69727457078654e-14,3.43478476658239e-16,9.68556885771374e-07,9.68539913025713e-05,constant,0.1,901,25,16,assessed
Aio,3.44115471450765e-22,5.86099703415919e-07,5.87127871666175e-16,1.79309883638491e-21,3.64650296141255e-12,3.05937509074813e-10,constant,0.1,901,25,16,assessed
Amda,1.75519901507163e-20,7.84022806762225e-08,2.23870912929188e-13,6.05192311851573e-20,9.95777414467144e-10,7.7190650439337e-08,constant,0.1,901,25,16,assessed
Ag_q,9.60120881460144e-25,1.86026284307038e-12,5.16121087424107e-13,3.64720821016775e-24,2.47537799875032e-09,1.95953420751216e-07,constant,0.1,901,33,0,assessed
Ag_0,1.33413617157851e-20,2.85651752132563e-10,4.67049882109378e-11,4.31583502118887e-20,1.97791589634165e-07,1.51086764925899e-05,constant,0.1,901,33,0,assessed
Aw_p,8.14638298945399e-11,6.9990634567299e-07,0.000116392472218849,3.43478476390103e-16,0.116392962801747,4.90749195264239e-05,constant,0.1,901,33,0,assessed
Aw_m,8.14638298945406e-11,3.5463533414609e-07,0.000229711543241154,3.43478476658239e-16,0.229712511133327,9.68539913025713e-05,constant,0.1,901,33,0,assessed
Aio,1.46749557274013e-22,5.86099703415919e-07,2.50383264858732e-16,1.79309883638491e-21,3.30975835517966e-12,3.05937509074813e-10,constant,0.1,901,33,0,assessed
Amda,1.57399122967795e-20,7.84022806762225e-08,2.00758347346814e-13,6.05192311851573e-20,9.72664849179565e-10,7.7190650439337e-08,constant,0.1,901,33,0,assessed
Ag_q,9.60120881460144e-25,1.86026284307038e-12,5.16121087424107e-13,3.64720821016775e-24,2.47537799875032e-09,1.95953420751216e-07,constant,0.1,901,33,8,assessed
Ag_0,1.33413617157851e-20,2.85651752132563e-10,4.67049882109378e-11,4.31583502118887e-20,1.97791589634165e-07,1.51086764925899e-05,constant,0.1,901,33,8,assessed
Aw_p,9.26599236448842e-21,6.9990634567299e-07,1.32389032072266e-14,3.43478476390103e-16,4.90762434167427e-07,4.90749195264239e-05,constant,0.1,901,33,8,assessed
Aw_m,6.8384468011952e-21,3.5463533414609e-07,1.92830384982962e-14,3.43478476658239e-16,9.68559196064157e-07,9.68539913025713e-05,constant,0.1,901,33,8,assessed
Aio,1.46749557274013e-22,5.86099703415919e-07,2.50383264858732e-16,1.79309883638491e-21,3.30975835517966e-12,3.05937509074813e-10,constant,0.1,901,33,8,assessed
Amda,1.57399122967795e-20,7.84022806762225e-08,2.00758347346814e-13,6.05192311851573e-20,9.72664849179565e-10,7.7190650439337e-08,constant,0.1,901,33,8,assessed
Ag_q,9.60120881460144e-25,1.86026284307038e-12,5.16121087424107e-13,3.64720821016775e-24,2.47537799875032e-09,1.95953420751216e-07,constant,0.1,901,33,16,assessed
Ag_0,1.33413617157851e-20,2.85651752132563e-10,4.67049882109378e-11,4.31583502118887e-20,1.97791589634165e-07,1.51086764925899e-05,constant,0.1,901,33,16,assessed
Aw_p,9.26576521993976e-21,6.9990634567299e-07,1.3238578671594e-14,3.43478476390103e-16,4.90762433842891e-07,4.90749195264239e-05,constant,0.1,901,33,16,assessed
Aw_m,6.83842473865033e-21,3.5463533414609e-07,1.92829762863767e-14,3.43478476658239e-16,9.68559196001946e-07,9.68539913025713e-05,constant,0.1,901,33,16,assessed
Aio,1.46749557274013e-22,5.86099703415919e-07,2.50383264858732e-16,1.79309883638491e-21,3.30975835517966e-12,3.05937509074813e-10,constant,0.1,901,33,16,assessed
Amda,1.57399122967795e-20,7.84022806762225e-08,2.00758347346814e-13,6.05192311851573e-20,9.72664849179565e-10,7.7190650439337e-08,constant,0.1,901,33,16,assessed
Ag_q,1.07524050769532e-24,1.86026284307038e-12,5.78004614617053e-13,3.64720821016775e-24,2.53722827780348e-09,1.95953420751216e-07,constant,0.1,901,49,0,assessed
Ag_0,1.48660429927013e-20,2.85651752132563e-10,5.20425408971496e-11,4.31583502118887e-20,2.03129123634918e-07,1.51086764925899e-05,constant,0.1,901,49,0,assessed
Aw_p,2.64904392756586e-11,6.9990634567299e-07,3.78485485085678e-05,3.43478476390103e-16,0.0378490392036864,4.90749195264239e-05,constant,0.1,901,49,0,assessed
Aw_m,2.64904392756623e-11,3.5463533414609e-07,7.46976872438482e-05,3.43478476658239e-16,0.0746986555731289,9.68539913025713e-05,constant,0.1,901,49,0,assessed
Aio,8.16949040199962e-22,5.86099703415919e-07,1.39387383313556e-15,1.79309883638491e-21,4.45324892150547e-12,3.05937509074813e-10,constant,0.1,901,49,0,assessed
Amda,1.10179563339123e-20,7.84022806762225e-08,1.40531069235258e-13,6.05192311851573e-20,9.12437571836192e-10,7.7190650439337e-08,constant,0.1,901,49,0,assessed
Ag_q,1.07524050769532e-24,1.86026284307038e-12,5.78004614617053e-13,3.64720821016775e-24,2.53722827780348e-09,1.95953420751216e-07,constant,0.1,901,49,8,assessed
Ag_0,1.48660429927013e-20,2.85651752132563e-10,5.20425408971496e-11,4.31583502118887e-20,2.03129123634918e-07,1.51086764925899e-05,constant,0.1,901,49,8,assessed
Aw_p,6.9183364588641e-21,6.9990634567299e-07,9.88466028581556e-15,3.43478476390103e-16,4.9075907992451e-07,4.90749195264239e-05,constant,0.1,901,49,8,assessed
Aw_m,2.89180590672868e-21,3.5463533414609e-07,8.15430846362707e-15,3.43478476658239e-16,9.68548067334154e-07,9.68539913025713e-05,constant,0.1,901,49,8,assessed
Aio,8.16949040199962e-22,5.86099703415919e-07,1.39387383313556e-15,1.79309883638491e-21,4.45324892150547e-12,3.05937509074813e-10,constant,0.1,901,49,8,assessed
Amda,1.10179563339123e-20,7.84022806762225e-08,1.40531069235258e-13,6.05192311851573e-20,9.12437571836192e-10,7.7190650439337e-08,constant,0.1,901,49,8,assessed
Ag_q,1.07524050769532e-24,1.86026284307038e-12,5.78004614617053e-13,3.64720821016775e-24,2.53722827780348e-09,1.95953420751216e-07,constant,0.1,901,49,16,assessed
Ag_0,1.48660429927013e-20,2.85651752132563e-10,5.20425408971496e-11,4.31583502118887e-20,2.03129123634918e-07,1.51086764925899e-05,constant,0.1,901,49,16,assessed
Aw_p,6.91867102948477e-21,6.9990634567299e-07,9.88513830780055e-15,3.43478476390103e-16,4.90759080402532e-07,4.90749195264239e-05,constant,0.1,901,49,16,assessed
Aw_m,2.89210579769505e-21,3.5463533414609e-07,8.15515409556922e-15,3.43478476658239e-16,9.68548068179786e-07,9.68539913025713e-05,constant,0.1,901,49,16,assessed
Aio,8.16949040199962e-22,5.86099703415919e-07,1.39387383313556e-15,1.79309883638491e-21,4.45324892150547e-12,3.05937509074813e-10,constant,0.1,901,49,16,assessed
Amda,1.10179563339123e-20,7.84022806762225e-08,1.40531069235258e-13,6.05192311851573e-20,9.12437571836192e-10,7.7190650439337e-08,constant,0.1,901,49,16,assessed
Ag_q,1.04685504452384e-24,1.86026284307038e-12,5.62745769192483e-13,3.64720821016775e-24,2.52197763049315e-09,1.95953420751216e-07,constant,0.1,901,65,0,assessed
Ag_0,1.50242216310485e-20,2.85651752132563e-10,5.25962873284816e-11,4.31583502118887e-20,2.0368286812772e-07,1.51086764925899e-05,constant,0.1,901,65,0,assessed
Aw_p,1.19230561805794e-11,6.9990634567299e-07,1.70352165747474e-05,3.43478476390103e-16,0.0170357072996034,4.90749195264239e-05,constant,0.1,901,65,0,assessed
Aw_m,1.19230561805616e-11,3.5463533414609e-07,3.36206097716421e-05,3.43478476658239e-16,0.0336215782167518,9.68539913025713e-05,constant,0.1,901,65,0,assessed
Aio,4.1357098597896e-22,5.86099703415919e-07,7.0563247783368e-16,1.79309883638491e-21,3.76500756737786e-12,3.05937509074813e-10,constant,0.1,901,65,0,assessed
Amda,1.43935876546918e-20,7.84022806762225e-08,1.83586338695081e-13,6.05192311851573e-20,9.55492840746856e-10,7.7190650439337e-08,constant,0.1,901,65,0,assessed
Ag_q,1.04685504452384e-24,1.86026284307038e-12,5.62745769192483e-13,3.64720821016775e-24,2.52197763049315e-09,1.95953420751216e-07,constant,0.1,901,65,8,assessed
Ag_0,1.50242216310485e-20,2.85651752132563e-10,5.25962873284816e-11,4.31583502118887e-20,2.0368286812772e-07,1.51086764925899e-05,constant,0.1,901,65,8,assessed
Aw_p,7.03877061483316e-21,6.9990634567299e-07,1.00567321018715e-14,3.43478476390103e-16,4.90759251996326e-07,4.90749195264239e-05,constant,0.1,901,65,8,assessed
Aw_m,5.1148017398728e-21,3.5463533414609e-07,1.44227076306102e-14,3.43478476658239e-16,9.68554335733304e-07,9.68539913025713e-05,constant,0.1,901,65,8,assessed
Aio,4.1357098597896e-22,5.86099703415919e-07,7.0563247783368e-16,1.79309883638491e-21,3.76500756737786e-12,3.05937509074813e-10,constant,0.1,901,65,8,assessed
Amda,1.43935876546918e-20,7.84022806762225e-08,1.83586338695081e-13,6.05192311851573e-20,9.55492840746856e-10,7.7190650439337e-08,constant,0.1,901,65,8,assessed
Ag_q,1.04685504452384e-24,1.86026284307038e-12,5.62745769192483e-13,3.64720821016775e-24,2.52197763049315e-09,1.95953420751216e-07,constant,0.1,901,65,16,assessed
Ag_0,1.50242216310485e-20,2.85651752132563e-10,5.25962873284816e-11,4.31583502118887e-20,2.0368286812772e-07,1.51086764925899e-05,constant,0.1,901,65,16,assessed
Aw_p,7.03874318242352e-21,6.9990634567299e-07,1.0056692907471e-14,3.43478476390103e-16,4.90759251957132e-07,4.90749195264239e-05,constant,0.1,901,65,16,assessed
Aw_m,5.11483053136694e-21,3.5463533414609e-07,1.44227888168073e-14,3.43478476658239e-16,9.68554335814489e-07,9.68539913025713e-05,constant,0.1,901,65,16,assessed
Aio,4.1357098597896e-22,5.86099703415919e-07,7.0563247783368e-16,1.79309883638491e-21,3.76500756737786e-12,3.05937509074813e-10,constant,0.1,901,65,16,assessed
Amda,1.43935876546918e-20,7.84022806762225e-08,1.83586338695081e-13,6.05192311851573e-20,9.55492840746856e-10,7.7190650439337e-08,constant,0.1,901,65,16,assessed
Ag_q,7.44699010022407e-14,1.85423436576611e-10,0.000401620757209255,3.5079447371405e-22,0.401618593147333,1.89184597343573e-07,constant,1,327,9,0,rejected
Ag_0,8.35748806860812e-10,2.59145626710924e-08,0.0322501605552112,4.1508666359431e-18,32.2501594709061,1.60175054020816e-05,constant,1,327,9,0,rejected
Aw_p,4.2616567868154e-08,7.03735499232996e-05,0.000605576497343135,9.2655627275562e-15,0.605576628997104,1.31662574042707e-05,constant,1,327,9,0,rejected
Aw_m,5.65247173511993e-08,3.5840779394883e-05,0.00157710625453835,9.26556258882283e-15,1.57710651301447,2.58520119958305e-05,constant,1,327,9,0,rejected
Aio,1.65521546457204e-08,6.07393940986312e-05,0.000272511026679691,1.51321455096602e-19,0.272511026677696,2.49132309170533e-10,constant,1,327,9,0,rejected
Amda,8.60433817735044e-10,1.42938199610784e-05,6.01962120747274e-05,1.45132325764008e-17,0.0601962130858662,1.01535017335496e-07,constant,1,327,9,0,rejected
Ag_q,7.44699010022407e-14,1.85423436576611e-10,0.000401620757209255,3.5079447371405e-22,0.401618593147333,1.89184597343573e-07,constant,1,327,9,8,rejected
Ag_0,8.35748806860812e-10,2.59145626710924e-08,0.0322501605552112,4.1508666359431e-18,32.2501594709061,1.60175054020816e-05,constant,1,327,9,8,rejected
Aw_p,3.97711286334689e-08,7.03735499232996e-05,0.000565143135124142,9.2655627275562e-15,0.565143266778686,1.31662574042707e-05,constant,1,327,9,8,rejected
Aw_m,5.44793761426715e-08,3.5840779394883e-05,0.00152003882344282,9.26556258882283e-15,1.52003908192053,2.58520119958305e-05,constant,1,327,9,8,rejected
Aio,1.65521546457204e-08,6.07393940986312e-05,0.000272511026679691,1.51321455096602e-19,0.272511026677696,2.49132309170533e-10,constant,1,327,9,8,rejected
Amda,8.60433817735044e-10,1.42938199610784e-05,6.01962120747274e-05,1.45132325764008e-17,0.0601962130858662,1.01535017335496e-07,constant,1,327,9,8,rejected
Ag_q,7.44699010022407e-14,1.85423436576611e-10,0.000401620757209255,3.5079447371405e-22,0.401618593147333,1.89184597343573e-07,constant,1,327,9,16,rejected
Ag_0,8.35748806860812e-10,2.59145626710924e-08,0.0322501605552112,4.1508666359431e-18,32.2501594709061,1.60175054020816e-05,constant,1,327,9,16,rejected
Aw_p,3.97711286334689e-08,7.03735499232996e-05,0.000565143135124142,9.2655627275562e-15,0.565143266778686,1.31662574042707e-05,constant,1,327,9,16,rejected
Aw_m,5.44793761426715e-08,3.5840779394883e-05,0.00152003882344282,9.26556258882283e-15,1.52003908192053,2.58520119958305e-05,constant,1,327,9,16,rejected
Aio,1.65521546457204e-08,6.07393940986312e-05,0.000272511026679691,1.51321455096602e-19,0.272511026677696,2.49132309170533e-10,constant,1,327,9,16,rejected
Amda,8.60433817735044e-10,1.42938199610784e-05,6.01962120747274e-05,1.45132325764008e-17,0.0601962130858662,1.01535017335496e-07,constant,1,327,9,16,rejected
Ag_q,3.09618652863391e-17,1.85423436576611e-10,1.66979244145045e-07,3.5079447371405e-22,0.000166980235466539,1.89184597343573e-07,constant,1,327,13,0,assessed
Ag_0,3.35556423323152e-13,2.59145626710924e-08,1.29485659311343e-05,4.1508666359431e-18,0.0129487256065247,1.60175054020816e-05,constant,1,327,13,0,assessed
Aw_p,5.71528188765696e-09,7.03735499232996e-05,8.12134941876041e-05,9.2655627275562e-15,0.0812136258490241,1.31662574042707e-05,constant,1,327,13,0,assessed
Aw_m,5.71478453258088e-09,3.5840779394883e-05,0.000159449225967357,9.26556258882283e-15,0.159449484483028,2.58520119958305e-05,constant,1,327,13,0,assessed
Aio,2.76296408206116e-11,6.07393940986312e-05,4.54888318045211e-07,1.51321455096602e-19,0.000454888320529045,2.49132309170533e-10,constant,1,327,13,0,assessed
Amda,4.57584441310639e-13,1.42938199610784e-05,3.20127469463466e-08,1.45132325764008e-17,3.20137622942803e-05,1.01535017335496e-07,constant,1,327,13,0,assessed
Ag_q,3.09618652863391e-17,1.85423436576611e-10,1.66979244145045e-07,3.5079447371405e-22,0.000166980235466539,1.89184597343573e-07,constant,1,327,13,8,assessed
Ag_0,3.35556423323152e-13,2.59145626710924e-08,1.29485659311343e-05,4.1508666359431e-18,0.0129487256065247,1.60175054020816e-05,constant,1,327,13,8,assessed
Aw_p,6.10787114042003e-11,7.03735499232996e-05,8.67921420345716e-07,9.2655627275562e-15,0.000868053082907425,1.31662574042707e-05,constant,1,327,13,8,assessed
Aw_m,8.34796848938142e-11,3.5840779394883e-05,2.32918162783404e-06,9.26556258882283e-15,0.00232944014788901,2.58520119958305e-05,constant,1,327,13,8,assessed
Aio,2.76296408206116e-11,6.07393940986312e-05,4.54888318045211e-07,1.51321455096602e-19,0.000454888320529045,2.49132309170533e-10,constant,1,327,13,8,assessed
Amda,4.57584441310639e-13,1.42938199610784e-05,3.20127469463466e-08,1.45132325764008e-17,3.20137622942803e-05,1.01535017335496e-07,constant,1,327,13,8,assessed
