interaction,inputA,inputB,output,channel,error,modeA,signA,modeB,signB,referenceStability,productCount,zeroProductCount
43,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
43,apv,wave,wave,u*dx(eta),0,-1,0,1,1,0,0,64
43,apv,wave,wave,v*dy(eta),0.00885927316451571,3,0,8,1,1.89283953003391e-15,64,0
43,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
43,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
43,wave,boundary,wave,u*dx(u),0,1,1,1,0,0,0,32
43,wave,boundary,wave,v*dy(u),0.00406328923227502,1,1,1,0,3.5527136788005e-15,32,0
43,wave,boundary,wave,w*dz(u),0.0234110056921659,2,1,1,0,1.57187143859962e-14,32,0
43,wave,boundary,wave,u*dx(v),0,1,1,1,0,0,0,32
43,wave,boundary,wave,v*dy(v),0,1,1,1,0,0,0,32
43,wave,boundary,wave,w*dz(v),0,1,1,1,0,0,0,32
43,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
43,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
43,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
43,wave,boundary,wave,u*dx(eta),0,1,1,1,0,0,0,32
43,wave,boundary,wave,v*dy(eta),0.00229028269917839,8,1,1,0,3.33066907387547e-15,32,0
43,wave,boundary,wave,w*dz(eta),0.00466251091227267,2,1,1,0,3.77475828372553e-15,32,0
43,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
43,boundary,wave,wave,u*dx(u),0,1,0,1,1,0,0,32
43,boundary,wave,wave,v*dy(u),0.000793202298718406,1,0,1,1,2.66453525910038e-15,32,0
43,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
43,boundary,wave,wave,u*dx(v),0,1,0,1,1,0,0,32
43,boundary,wave,wave,v*dy(v),0.000793202298718511,1,0,1,1,2.66453525910038e-15,32,0
43,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
43,boundary,wave,wave,u*dx(w),0,1,0,1,1,0,0,32
43,boundary,wave,wave,v*dy(w),0.00183862536125864,1,0,2,1,2.22044604925031e-15,32,0
43,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
43,boundary,wave,wave,u*dx(eta),0,1,0,1,1,0,0,32
43,boundary,wave,wave,v*dy(eta),0.0039501489394199,1,0,8,1,9.58539172419928e-15,32,0
43,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
43,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
43,apv,boundary,wave,u*dx(u),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,v*dy(u),0.00411088394836666,-1,0,1,0,3.33066907387547e-15,8,0
43,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,u*dx(v),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,v*dy(v),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,u*dx(eta),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,v*dy(eta),0.00214862492214164,3,0,1,0,3.10862446895044e-15,8,0
43,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
43,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
43,boundary,apv,wave,u*dx(u),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,v*dy(u),0.000789376982321103,1,0,-1,0,2.44249065417534e-15,8,0
43,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,u*dx(v),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,v*dy(v),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,u*dx(eta),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,v*dy(eta),0.00469432124919908,2,0,3,0,2.22044604925031e-15,8,0
43,boundary,apv,wave,w*dz(eta),0,1,0,-1,0,0,0,8
43,boundary,apv,wave,w*eta*dlogN2,0,1,0,-1,0,0,0,8
43,boundary,boundary,wave,u*dx(u),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,v*dy(u),0.0180227997969754,1,0,1,0,9.08728438719919e-07,4,0
43,boundary,boundary,wave,w*dz(u),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,u*dx(v),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,v*dy(v),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,w*dz(v),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,u*dx(w),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,v*dy(w),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,w*dz(w),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,u*dx(eta),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,v*dy(eta),0.00473547603880603,1,0,2,0,6.31131947048669e-06,4,0
43,boundary,boundary,wave,w*dz(eta),0,1,0,1,0,0,0,4
43,boundary,boundary,wave,w*eta*dlogN2,0,1,0,1,0,0,0,4
44,wave,wave,wave,u*dx(u),0.0466625299149013,7,1,8,1,5.55111512312578e-16,256,0
44,wave,wave,wave,v*dy(u),0.0466625299149013,7,-1,8,1,5.55111512312578e-16,256,0
44,wave,wave,wave,w*dz(u),0.0466619307626036,8,1,7,1,4.44089209850063e-16,256,0
44,wave,wave,wave,u*dx(v),0.274685167956396,8,1,7,1,1.54882706014205e-15,256,0
44,wave,wave,wave,v*dy(v),0.274685167956396,8,-1,7,1,1.54882706014205e-15,256,0
44,wave,wave,wave,w*dz(v),0.274682153695955,8,1,7,1,1.86118292343489e-15,256,0
44,wave,wave,wave,u*dx(w),0.0269961172349545,8,1,8,1,5.10796241474291e-16,256,0
44,wave,wave,wave,v*dy(w),0.0269961172349545,8,1,8,1,5.10796241474291e-16,256,0
44,wave,wave,wave,w*dz(w),0.0269961172349545,8,1,8,1,6.66133814775094e-16,256,0
44,wave,wave,wave,u*dx(eta),0.384944282878612,8,1,8,1,1.60626545143626e-15,256,0
44,wave,wave,wave,v*dy(eta),0.384944282878612,8,1,8,1,1.60626545143626e-15,256,0
44,wave,wave,wave,w*dz(eta),0.384944282878612,8,1,8,1,1.79319299184388e-15,256,0
44,wave,wave,wave,w*eta*dlogN2,0,1,1,1,1,0,0,256
44,wave,apv,wave,u*dx(u),0.00152762211868651,8,1,2,0,2.31626538960386e-16,64,0
44,wave,apv,wave,v*dy(u),0.00152762211868651,8,1,2,0,2.31626538960386e-16,64,0
44,wave,apv,wave,w*dz(u),0.00151287462490032,7,1,3,0,2.22044604925031e-16,64,0
44,wave,apv,wave,u*dx(v),0.00904421380909525,8,1,3,0,1.70837684412639e-15,64,0
44,wave,apv,wave,v*dy(v),0.00904421380909525,8,1,3,0,1.70837684412639e-15,64,0
44,wave,apv,wave,w*dz(v),0.00921543011643637,8,1,3,0,1.32680176328621e-15,64,0
44,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,64
44,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,64
44,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,64
44,wave,apv,wave,u*dx(eta),0.00912894845915487,8,1,3,0,1.63077546757887e-15,64,0
44,wave,apv,wave,v*dy(eta),0.00912894845915487,8,1,3,0,1.63077546757887e-15,64,0
44,wave,apv,wave,w*dz(eta),0.00895942356782279,8,1,3,0,1.59888878568192e-15,64,0
44,wave,apv,wave,w*eta*dlogN2,0,1,1,-1,0,0,0,64
44,apv,wave,wave,u*dx(u),0.00152762211868651,2,0,8,1,2.22044604925031e-16,64,0
44,apv,wave,wave,v*dy(u),0.00152762211868651,2,0,8,1,2.22044604925031e-16,64,0
44,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,64
44,apv,wave,wave,u*dx(v),0.00904421380909525,3,0,8,1,1.69063555086167e-15,64,0
44,apv,wave,wave,v*dy(v),0.00904421380909525,3,0,8,1,1.69063555086167e-15,64,0
44,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,64
44,apv,wave,wave,u*dx(w),0.000598517247541332,3,0,8,1,4.58975876598834e-16,64,0
44,apv,wave,wave,v*dy(w),0.000598517247541332,3,0,8,1,4.58975876598834e-16,64,0
44,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
44,apv,wave,wave,u*dx(eta),0.00895942356837681,3,0,8,1,1.78327678034748e-15,64,0
44,apv,wave,wave,v*dy(eta),0.00895942356837681,3,0,8,1,1.78327678034748e-15,64,0
44,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
44,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
44,wave,boundary,wave,u*dx(u),9.89670726908321e-05,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,v*dy(u),9.89670726908321e-05,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,w*dz(u),0.000879462110594915,2,1,1,0,2.22044604925031e-15,32,0
44,wave,boundary,wave,u*dx(v),0.00108858449771429,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,v*dy(v),0.00108858449771429,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,w*dz(v),0.00843052092304136,2,1,1,0,1.06479051955867e-14,32,0
44,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
44,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
44,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
44,wave,boundary,wave,u*dx(eta),0.000840480714996527,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,v*dy(eta),0.000840480714996527,1,1,1,0,2.44249065417534e-15,32,0
44,wave,boundary,wave,w*dz(eta),0.00399062242415759,8,1,1,0,1.99840144432528e-15,32,0
44,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
44,boundary,wave,wave,u*dx(u),9.8967072690835e-05,1,0,1,1,2.44249065417534e-15,32,0
44,boundary,wave,wave,v*dy(u),9.8967072690835e-05,1,0,1,1,2.44249065417534e-15,32,0
44,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
44,boundary,wave,wave,u*dx(v),0.00108858449771429,1,0,1,1,2.44249065417534e-15,32,0
44,boundary,wave,wave,v*dy(v),0.00108858449771429,1,0,1,1,2.44249065417534e-15,32,0
44,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
44,boundary,wave,wave,u*dx(w),0.00242894091425878,1,0,2,1,2.22044604925031e-15,32,0
44,boundary,wave,wave,v*dy(w),0.00242894091425878,1,0,2,1,2.22044604925031e-15,32,0
44,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
44,boundary,wave,wave,u*dx(eta),0.00399062242514315,1,0,8,1,9.25092256361549e-15,32,0
44,boundary,wave,wave,v*dy(eta),0.00399062242514315,1,0,8,1,9.25092256361549e-15,32,0
44,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
44,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
44,apv,boundary,wave,u*dx(u),0.000101509815660577,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,v*dy(u),0.000101509815660577,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,u*dx(v),0.00111318137104238,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,v*dy(v),0.00111318137104238,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,u*dx(eta),0.000852653987521781,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,v*dy(eta),0.000852653987521781,-1,0,1,0,2.44249065417534e-15,8,0
44,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
44,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
44,boundary,apv,wave,u*dx(u),0.000101509815660575,1,0,-1,0,2.44249065417534e-15,8,0
44,boundary,apv,wave,v*dy(u),0.000101509815660575,1,0,-1,0,2.44249065417534e-15,8,0
44,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,u*dx(v),0.00111318137104232,1,0,-1,0,2.44249065417534e-15,8,0
44,boundary,apv,wave,v*dy(v),0.00111318137104232,1,0,-1,0,2.44249065417534e-15,8,0
44,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,u*dx(eta),0.00474218952679356,2,0,3,0,2.22044604925031e-15,8,0
44,boundary,apv,wave,v*dy(eta),0.00474218952679356,2,0,3,0,2.22044604925031e-15,8,0
44,boundary,apv,wave,w*dz(eta),0,1,0,-1,0,0,0,8
44,boundary,apv,wave,w*eta*dlogN2,0,1,0,-1,0,0,0,8
44,boundary,boundary,wave,u*dx(u),0.00185522729687479,2,0,2,0,1.41598394831632e-06,4,0
44,boundary,boundary,wave,v*dy(u),0.00185522729687479,2,0,2,0,1.41598394831632e-06,4,0
44,boundary,boundary,wave,w*dz(u),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,u*dx(v),0.0172818932025982,1,0,1,0,1.41598394831632e-06,4,0
44,boundary,boundary,wave,v*dy(v),0.0172818932025982,1,0,1,0,1.41598394831632e-06,4,0
44,boundary,boundary,wave,w*dz(v),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,u*dx(w),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,v*dy(w),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,w*dz(w),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,u*dx(eta),0.00934886779640261,2,0,1,0,4.97948124988934e-06,4,0
44,boundary,boundary,wave,v*dy(eta),0.00934886779640261,2,0,1,0,4.97948124988934e-06,4,0
44,boundary,boundary,wave,w*dz(eta),0,1,0,1,0,0,0,4
44,boundary,boundary,wave,w*eta*dlogN2,0,1,0,1,0,0,0,4
45,wave,wave,wave,u*dx(u),0.0894888545819459,8,1,7,1,4.44089209850063e-16,256,0
45,wave,wave,wave,v*dy(u),0,1,1,1,1,0,0,256
45,wave,wave,wave,w*dz(u),0.0894877159054288,8,1,7,1,5.55111512312578e-16,256,0
45,wave,wave,wave,u*dx(v),0.275043453810692,8,1,7,1,1.45729057457632e-15,256,0
45,wave,wave,wave,v*dy(v),0,1,1,1,1,0,0,256
45,wave,wave,wave,w*dz(v),0.275040446886868,8,1,7,1,2.03581064625739e-15,256,0
45,wave,wave,wave,u*dx(w),0.013526296621081,8,1,8,1,4.44089209850063e-16,256,0
45,wave,wave,wave,v*dy(w),0,1,1,1,1,0,0,256
45,wave,wave,wave,w*dz(w),0.013526296156835,8,1,8,1,4.44089209850063e-16,256,0
45,wave,wave,wave,u*dx(eta),0.37327711324735,8,1,8,1,2.09010273413531e-15,256,0
45,wave,wave,wave,v*dy(eta),0,1,1,1,1,0,0,256
45,wave,wave,wave,w*dz(eta),0.37327710043585,8,1,8,1,1.84682488354632e-15,256,0
45,wave,wave,wave,w*eta*dlogN2,0,1,1,1,1,0,0,256
45,wave,apv,wave,u*dx(u),0,1,1,-1,0,0,0,64
45,wave,apv,wave,v*dy(u),0,1,1,-1,0,0,0,64
45,wave,apv,wave,w*dz(u),0,1,1,-1,0,0,0,64
45,wave,apv,wave,u*dx(v),0.00905928250505681,8,1,3,0,1.45343291552789e-15,64,0
45,wave,apv,wave,v*dy(v),0,1,1,-1,0,0,0,64
45,wave,apv,wave,w*dz(v),0.00923079711282129,8,1,3,0,1.34434713745789e-15,64,0
45,wave,apv,wave,u*dx(w),0,1,1,-1,0,0,0,64
45,wave,apv,wave,v*dy(w),0,1,1,-1,0,0,0,64
45,wave,apv,wave,w*dz(w),0,1,1,-1,0,0,0,64
45,wave,apv,wave,u*dx(eta),0.00883340656286446,8,1,3,0,1.53483616506348e-15,64,0
45,wave,apv,wave,v*dy(eta),0,1,1,-1,0,0,0,64
45,wave,apv,wave,w*dz(eta),0.00866878380899611,8,1,3,0,2.39441534732455e-15,64,0
45,wave,apv,wave,w*eta*dlogN2,0,1,1,-1,0,0,0,64
45,apv,wave,wave,u*dx(u),0.00292767977982194,2,0,8,1,5.48194586554603e-16,64,0
45,apv,wave,wave,v*dy(u),0,-1,0,1,1,0,0,64
45,apv,wave,wave,w*dz(u),0,-1,0,1,1,0,0,64
45,apv,wave,wave,u*dx(v),0.00905928221874552,3,0,8,1,1.81611648141182e-15,64,0
45,apv,wave,wave,v*dy(v),0,-1,0,1,1,0,0,64
45,apv,wave,wave,w*dz(v),0,-1,0,1,1,0,0,64
45,apv,wave,wave,u*dx(w),0.000300112032215145,3,0,8,1,3.12615961207904e-16,64,0
45,apv,wave,wave,v*dy(w),0,-1,0,1,1,0,0,64
45,apv,wave,wave,w*dz(w),0,-1,0,1,1,0,0,64
45,apv,wave,wave,u*dx(eta),0.00866878390430815,3,0,8,1,1.59299540270114e-15,64,0
45,apv,wave,wave,v*dy(eta),0,-1,0,1,1,0,0,64
45,apv,wave,wave,w*dz(eta),0,-1,0,1,1,0,0,64
45,apv,wave,wave,w*eta*dlogN2,0,-1,0,1,1,0,0,64
45,wave,boundary,wave,u*dx(u),0,1,1,1,0,0,0,32
45,wave,boundary,wave,v*dy(u),0,1,1,1,0,0,0,32
45,wave,boundary,wave,w*dz(u),0,1,1,1,0,0,0,32
45,wave,boundary,wave,u*dx(v),0.000178042001093241,8,1,1,0,1.77635683940025e-15,32,0
45,wave,boundary,wave,v*dy(v),0,1,1,1,0,0,0,32
45,wave,boundary,wave,w*dz(v),0.00120982985788879,2,1,1,0,5.34256441981589e-15,32,0
45,wave,boundary,wave,u*dx(w),0,1,1,1,0,0,0,32
45,wave,boundary,wave,v*dy(w),0,1,1,1,0,0,0,32
45,wave,boundary,wave,w*dz(w),0,1,1,1,0,0,0,32
45,wave,boundary,wave,u*dx(eta),0.000189611839709454,1,1,1,0,1.77635683940025e-15,32,0
45,wave,boundary,wave,v*dy(eta),0,1,1,1,0,0,0,32
45,wave,boundary,wave,w*dz(eta),0.00125221707977665,2,1,1,0,1.11022302462516e-15,32,0
45,wave,boundary,wave,w*eta*dlogN2,0,1,1,1,0,0,0,32
45,boundary,wave,wave,u*dx(u),0.000189155514959125,1,0,1,1,2.66453525910038e-15,32,0
45,boundary,wave,wave,v*dy(u),0,1,0,1,1,0,0,32
45,boundary,wave,wave,w*dz(u),0,1,0,1,1,0,0,32
45,boundary,wave,wave,u*dx(v),0.0010607399474762,1,0,1,1,2.44249065417534e-15,32,0
45,boundary,wave,wave,v*dy(v),0,1,0,1,1,0,0,32
45,boundary,wave,wave,w*dz(v),0,1,0,1,1,0,0,32
45,boundary,wave,wave,u*dx(w),0.00137728682370193,1,0,2,1,2.44249065417534e-15,32,0
45,boundary,wave,wave,v*dy(w),0,1,0,1,1,0,0,32
45,boundary,wave,wave,w*dz(w),0,1,0,1,1,0,0,32
45,boundary,wave,wave,u*dx(eta),0.00388464397703037,1,0,2,1,8.77565108913072e-15,32,0
45,boundary,wave,wave,v*dy(eta),0,1,0,1,1,0,0,32
45,boundary,wave,wave,w*dz(eta),0,1,0,1,1,0,0,32
45,boundary,wave,wave,w*eta*dlogN2,0,1,0,1,1,0,0,32
45,apv,boundary,wave,u*dx(u),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,v*dy(u),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,w*dz(u),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,u*dx(v),0.000131872454398639,-1,0,1,0,1.77635683940025e-15,8,0
45,apv,boundary,wave,v*dy(v),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,w*dz(v),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,u*dx(w),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,v*dy(w),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,w*dz(w),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,u*dx(eta),0.00019503902284019,-1,0,1,0,1.77635683940025e-15,8,0
45,apv,boundary,wave,v*dy(eta),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,w*dz(eta),0,-1,0,1,0,0,0,8
45,apv,boundary,wave,w*eta*dlogN2,0,-1,0,1,0,0,0,8
45,boundary,apv,wave,u*dx(u),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,v*dy(u),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,w*dz(u),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,u*dx(v),0.00110428674332837,1,0,-1,0,2.44249065417534e-15,8,0
45,boundary,apv,wave,v*dy(v),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,w*dz(v),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,u*dx(w),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,v*dy(w),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,w*dz(w),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,u*dx(eta),0.00460367462937359,2,0,3,0,2.22044604925031e-15,8,0
45,boundary,apv,wave,v*dy(eta),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,w*dz(eta),0,1,0,-1,0,0,0,8
45,boundary,apv,wave,w*eta*dlogN2,0,1,0,-1,0,0,0,8
45,boundary,boundary,wave,u*dx(u),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,v*dy(u),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,w*dz(u),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,u*dx(v),0.0110229371655372,1,0,1,0,8.82045316674684e-07,4,0
45,boundary,boundary,wave,v*dy(v),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,w*dz(v),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,u*dx(w),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,v*dy(w),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,w*dz(w),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,u*dx(eta),0.0247324976176039,2,0,1,0,3.05038412728997e-06,4,0
45,boundary,boundary,wave,v*dy(eta),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,w*dz(eta),0,1,0,1,0,0,0,4
45,boundary,boundary,wave,w*eta*dlogN2,0,1,0,1,0,0,0,4
46,wave,wave,inertial,u*dx(u),0.0500635221444544,8,-1,7,1,1.27787765980537e-15,256,0
46,wave,wave,inertial,v*dy(u),0.0500635221444544,8,1,7,1,1.27787765980537e-15,256,0
46,wave,wave,inertial,w*dz(u),0.0500657937742878,8,1,7,1,1.04240953675128e-15,256,0
46,wave,wave,inertial,u*dx(v),0.0500635221444544,8,1,7,1,1.27787765980537e-15,256,0
46,wave,wave,inertial,v*dy(v),0.0500635221444544,8,-1,7,1,1.27787765980537e-15,256,0
46,wave,wave,inertial,w*dz(v),0.0500657937742878,8,1,7,1,1.04240953675128e-15,256,0
46,wave,wave,mda,u*dx(eta),0.000771591240855235,8,1,8,1,3.29940684639334e-15,256,0
46,wave,wave,mda,v*dy(eta),0.000771591240855235,8,1,8,1,3.29940684639334e-15,256,0
46,wave,wave,mda,w*dz(eta),0.000771591240855204,8,1,8,1,2.01702552559495e-15,256,0
46,wave,wave,mda,w*eta*dlogN2,0,1,1,1,1,0,0,256
46,wave,apv,inertial,u*dx(u),0.000398646876429698,8,1,2,0,1.38446384927842e-15,64,0
46,wave,apv,inertial,v*dy(u),0.000398646876429698,8,1,2,0,1.38446384927842e-15,64,0
46,wave,apv,inertial,w*dz(u),0.000386728738472026,8,1,3,0,1.13388575297611e-15,64,0
46,wave,apv,inertial,u*dx(v),0.000398646876429698,8,1,2,0,1.38446384927842e-15,64,0
46,wave,apv,inertial,v*dy(v),0.000398646876429698,8,1,2,0,1.38446384927842e-15,64,0
46,wave,apv,inertial,w*dz(v),0.000386728738472026,8,1,3,0,1.13388575297611e-15,64,0
46,wave,apv,mda,u*dx(eta),0.000103982701632556,7,1,3,0,1.36695977236927e-15,64,0
46,wave,apv,mda,v*dy(eta),0.000103982701632556,7,1,3,0,1.36695977236927e-15,64,0
46,wave,apv,mda,w*dz(eta),0.000108459711888076,7,1,3,0,3.45250706880287e-15,64,0
46,wave,apv,mda,w*eta*dlogN2,0,1,1,-1,0,0,0,64
46,apv,wave,inertial,u*dx(u),0.000398646876429674,2,0,8,1,1.46983835604409e-15,64,0
46,apv,wave,inertial,v*dy(u),0.000398646876429674,2,0,8,1,1.46983835604409e-15,64,0
46,apv,wave,inertial,w*dz(u),0,-1,0,1,1,0,0,64
46,apv,wave,inertial,u*dx(v),0.000398646876429674,2,0,8,1,1.46983835604409e-15,64,0
46,apv,wave,inertial,v*dy(v),0.000398646876429674,2,0,8,1,1.46983835604409e-15,64,0
46,apv,wave,inertial,w*dz(v),0,-1,0,1,1,0,0,64
46,apv,wave,mda,u*dx(eta),0.000108459711900893,3,0,7,1,3.86474565870211e-15,64,0
46,apv,wave,mda,v*dy(eta),0.000108459711900893,3,0,7,1,3.86474565870211e-15,64,0
46,apv,wave,mda,w*dz(eta),0,-1,0,1,1,0,0,64
46,apv,wave,mda,w*eta*dlogN2,0,-1,0,1,1,0,0,64
46,wave,boundary,inertial,u*dx(u),0.000699998471357732,1,1,1,0,2.66453525910038e-15,32,0
46,wave,boundary,inertial,v*dy(u),0.000699998471357732,1,1,1,0,2.66453525910038e-15,32,0
46,wave,boundary,inertial,w*dz(u),0.00513484101338087,2,1,1,0,5.25606797786432e-15,32,0
46,wave,boundary,inertial,u*dx(v),0.000699998471357751,1,1,1,0,2.66453525910038e-15,32,0
46,wave,boundary,inertial,v*dy(v),0.000699998471357751,1,1,1,0,2.66453525910038e-15,32,0
46,wave,boundary,inertial,w*dz(v),0.00513484101338086,2,1,1,0,5.25606797786432e-15,32,0
46,wave,boundary,mda,u*dx(eta),3.48306321117245e-05,1,1,1,0,5.52099242145933e-16,32,0
46,wave,boundary,mda,v*dy(eta),3.48306321117245e-05,1,1,1,0,5.52099242145933e-16,32,0
46,wave,boundary,mda,w*dz(eta),0.00276033916775631,8,1,1,0,1.99840144432528e-15,32,0
46,wave,boundary,mda,w*eta*dlogN2,0,1,1,1,0,0,0,32
46,boundary,wave,inertial,u*dx(u),0.00069999847135774,1,0,1,1,2.44249065417534e-15,32,0
46,boundary,wave,inertial,v*dy(u),0.00069999847135774,1,0,1,1,2.44249065417534e-15,32,0
46,boundary,wave,inertial,w*dz(u),0,1,0,1,1,0,0,32
46,boundary,wave,inertial,u*dx(v),0.000699998471357759,1,0,1,1,2.44249065417534e-15,32,0
46,boundary,wave,inertial,v*dy(v),0.000699998471357759,1,0,1,1,2.44249065417534e-15,32,0
46,boundary,wave,inertial,w*dz(v),0,1,0,1,1,0,0,32
